,Song ID,danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration ms,songPopularity
298,4O38K2f0qX4oO4twxwss2H,0.34,0.548,0,-9.675,1,0.0323,0.207,0.000596,0.0846,0.41,143.042,280667,15
299,23mdNUoeYVLCA0Tqk3wDqK,0.429,0.891,2,-7.669,1,0.0378,0.0216,5.62E-05,0.172,0.646,102.807,201160,17
300,5TC8ywPD8Jy6qq0fchORfv,0.529,0.43,2,-8.552,1,0.0282,0.0167,0.00555,0.32,0.2,154.026,300640,15
301,1IMjqiZD1n0ndGHz8tnC8J,0.464,0.884,9,-8.648,0,0.051,0.206,3.92E-05,0.934,0.704,144.9,200857,6
302,6YS7bpCfbjElU5rhPXJQxm,0.435,0.867,6,-8.355,0,0.0404,0.116,0.00386,0.855,0.767,125.332,175857,4
303,5ozFYrPGFXLKEoz754OUyC,0.139,0.785,2,-6.838,1,0.0703,0.0296,0.000701,0.238,0.196,189.194,235640,0
304,3idthQ24V2aPRcthv7Aq5o,0.561,0.706,9,-9.446,1,0.029,0.00263,0.00125,0.122,0.569,126.077,244867,59
305,7J7uM2RSZoCHOI7aOapnCC,0.515,0.785,7,-4.335,1,0.0321,0.0141,0.0713,0.0968,0.521,110.471,220893,45
306,5bWLIVKl5UrbQ2xEGfAXOK,0.521,0.727,2,-6.193,1,0.0388,0.0876,0,0.237,0.566,88.983,191640,54
307,1oPg2EYKf2hbS7aDyE8j3S,0.478,0.862,11,-5.513,0,0.0269,0.00942,1.28E-05,0.0756,0.608,106.295,298640,52
308,0EgOQEj1fHUyoPAkkp03Hp,0.417,0.94,11,-3.909,0,0.0458,0.00012,0.00357,0.667,0.701,112.087,238200,47
309,2eZehqlzY2t3OFVorywHjn,0.497,0.606,10,-5.991,1,0.0247,0.0314,0,0.241,0.376,78.291,226987,39
310,7djxDkkgMlQt4Zg79qmFul,0.506,0.871,2,-5.68,1,0.0369,0.00158,0.05,0.379,0.608,124.119,223267,39
311,7As2IeoUu7UgndAKqMMyPa,0.469,0.451,0,-9.327,1,0.0529,0.366,4.09E-06,0.5,0.417,122.338,216600,30
312,3n2ujlr3mCscnFFpepXAIy,0.532,0.913,4,-3.098,1,0.0443,0.173,0,0.547,0.457,125.537,220533,60
313,1p7g8Z422tp6OALADuAVjC,0.247,0.902,7,-2.478,1,0.0394,0.0428,0.0152,0.309,0.313,91.432,382267,54
314,6mKbN5qaeM2tcG3LRdeNLQ,0.236,0.944,5,-2.693,0,0.0883,0.000117,0.000442,0.325,0.256,93.991,392307,29
315,1u22VgixAwwvFt0WFwkPwf,0.586,0.433,4,-10.851,1,0.0273,0.788,0,0.0795,0.289,87.272,195000,25
316,05KqIX6uLMfirw5KkjRNTO,0.334,0.985,2,-1.634,0,0.0913,0.00822,0.000199,0.483,0.15,136.98,303533,54
317,5idxI74LP1QrwcMEzw4hkP,0.442,0.792,7,-5.225,1,0.0297,0.00246,0,0.179,0.537,159.954,291600,45
318,3ixTiPABjqkBKPocxq6oIe,0.346,0.916,0,-3.588,1,0.0703,0.0331,3.82E-06,0.117,0.249,164.005,287827,70
319,6Bwp4jLmnlTuow1miIpi1o,0.369,0.62,7,-6.39,1,0.0302,0.0982,5.85E-05,0.0908,0.151,149.611,322640,49
320,6aM4E6WfuoDnPAgaKaZ5hM,0.431,0.451,0,-8.72,1,0.0325,0.284,0,0.0738,0.205,115.855,261800,60
321,4N8VDWQoAeihaRaZkR6AMN,0.138,0.985,4,-3.309,1,0.152,2.27E-05,0.611,0.382,0.038,97.152,385293,37
322,3264xSjIMFRYyep6njzapi,0.207,0.958,7,-1.798,1,0.0749,0.00835,0.000408,0.408,0.214,113.017,264960,45
323,7ybdAawrcW67xFZGiQ998U,0.737,0.831,6,-5.025,0,0.037,0.272,0,0.142,0.938,119.898,251480,20
324,5GPPI3rnZDptLYRN4vTUoZ,0.577,0.828,7,-9.805,1,0.0556,0.358,0.013,0.0683,0.706,142.365,314067,53
325,5CmQgmKwmSf3ojZTuvHekY,0.843,0.57,6,-9.873,0,0.0375,0.153,0.00445,0.0978,0.962,116.016,198307,33
326,7w5gqQzAZHkXmL1yADImpb,0.495,0.712,9,-6.565,0,0.0426,0.259,6.79E-06,0.241,0.539,154.286,211133,31
327,7wsgeXJQTOTyZCn8F0SqFK,0.254,0.814,2,-5.058,1,0.0392,0.0148,0.00139,0.156,0.556,185.23,305667,43
328,1R8uTKKZTWnHRkkpFWcJfd,0.441,0.512,3,-10.785,1,0.0387,0.802,0.00264,0.111,0.383,87.815,350173,42
329,1R8uTKKZTWnHRkkpFWcJfd,0.441,0.512,3,-10.785,1,0.0387,0.802,0.00264,0.111,0.383,87.815,350173,42
330,3rydLuqW22lOXbzygKQuS5,0.539,0.88,0,-6.739,0,0.077,0.00247,8.48E-05,0.238,0.531,128.038,259560,34
331,32JdLIFho9kfeUzUhaWpMS,0.443,0.338,0,-12.287,1,0.0271,0.63,0,0.129,0.198,82.672,206200,37
332,5Ox3G1oWT9qu7YLK1HJNy0,0.397,0.943,11,-6.21,1,0.057,0.00378,3.25E-06,0.62,0.411,112.264,238987,29
333,40M86ipe422BIg63Lcda0R,0.436,0.918,7,-4.633,1,0.0494,0.0983,0,0.313,0.69,137.913,241853,9
334,014Iv1iiaU5RGwqa2xiIct,0.659,0.733,2,-8.384,1,0.0506,0.0148,9.65E-06,0.311,0.875,110.257,136573,0
335,1QdbOe3o38SdDOxgMSfRGd,0.576,0.963,0,-6.145,1,0.0548,0.0012,0.000762,0.37,0.75,111.738,239840,45
336,5CiuovveVr5FmINlJXkTxT,0.361,0.88,7,-6.281,1,0.0666,0.0252,0,0.13,0.6,143.849,194960,35
