artist,pos_count,nouns_count,verbs_count,adjs_counts,avgNounRatio,avgVerbRatio,avgAdjRatio,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,Compound Score,Positive Score,Negative Score,Neutral Score
Nick Drake,192.2142857,25.42857143,43.07142857,15,0.132440476,0.224330357,0.078125,0.804571429,0.594428571,208721.9286,0.212642857,0.418908357,0.113042857,-17.76178571,0.714285714,3.714285714,0.039085714,109.3590714,3.785714286,0.443685714,0.502457143,0.120928571,0.043928571,0.835214286
Nickelback,437.2631579,50.31578947,90.42105263,25.68421053,0.115139106,0.206913164,0.058773937,0.003153458,0.525105263,229789.4737,0.868473684,0.021970474,0.181526316,-4.440789474,0.842105263,5.842105263,0.041915789,140.3241053,4,0.521263158,0.547552632,0.132789474,0.088684211,0.778736842
Nicki Minaj,978,221,124,34,0.22597137,0.126789366,0.034764826,0.282,0.727,200013,0.866,3.87E-06,0.585,-4.288,1,11,0.185,127.01,4,0.653,0.9979,0.19,0.083,0.727
Nightwish,263.625,48.375,35.125,28.875,0.183238636,0.133049242,0.109375,0.014405063,0.45175,309591.625,0.804875,0.001909875,0.1679625,-6.253375,0,3.5,0.0467625,132.509875,3.875,0.4055,0.5249375,0.1555,0.089,0.75575
Nina Simone,243,25,50.25,18.875,0.102880658,0.206790123,0.077674897,0.753875,0.37425,198708.375,0.3388,0.054922213,0.19435,-11.653625,0.375,7.375,0.0543625,122.751625,3.625,0.514875,0.6177375,0.174375,0.073875,0.751875
Nine Inch Nails,303.5,29.58333333,67.83333333,18.58333333,0.097313596,0.223135965,0.061129386,0.066862333,0.59175,292557.4167,0.76675,0.17424975,0.236,-8.534833333,0.583333333,6.166666667,0.051966667,116.5035,3.75,0.402825,-0.083975,0.130083333,0.116166667,0.75375
Nirvana,261.3076923,30.92307692,54.92307692,19.07692308,0.118479222,0.210433245,0.073091659,0.183248485,0.5,227516.8462,0.698769231,0.060953557,0.226953846,-8.594846154,0.538461538,4.538461538,0.081376923,124.1451538,3.923076923,0.465384615,-0.090684615,0.124230769,0.115692308,0.760307692
Nitty Gritty Dirt Band,275.75,40.875,45.875,23,0.148097826,0.166213768,0.083333333,0.2560275,0.6175,218303.25,0.544625,0.078798212,0.2054875,-10.8385,1,4.875,0.0499875,118.626875,3.875,0.705875,0.6348375,0.125625,0.04725,0.827375
Norah Jones,175,19.11764706,36.52941176,12.76470588,0.109243697,0.208739496,0.072941176,0.836235294,0.619294118,193756.2353,0.232870588,0.029312015,0.129923529,-12.36205882,0.882352941,3.764705882,0.033170588,99.64829412,3.823529412,0.437294118,0.291823529,0.115529412,0.071176471,0.813235294
Notorious B.I.G.,893.2,157.6,136.6,62.2,0.176483763,0.152967525,0.069652856,0.3906,0.8076,275485.4,0.6658,0,0.21092,-6.0096,0.2,9.4,0.2582,88.2486,4,0.7416,0.58752,0.1346,0.08,0.7856
O-Zone,172,38,19,12,0.220930233,0.110465116,0.069767442,0.105,0.775,229747,0.838,1.17E-06,0.467,-5.023,1,0,0.0333,130.045,4,0.948,0.4939,0.03,0,0.97
O.A.R.,472.1428571,57.71428571,102,24.28571429,0.122276029,0.216101695,0.051452785,0.039142714,0.472714286,342333,0.832428571,2.41E-05,0.377785714,-4.980714286,0.714285714,6,0.0922,126.9924286,4,0.509571429,0.402814286,0.159428571,0.067571429,0.772714286
Oasis,311,30.5,88,21,0.09807074,0.282958199,0.067524116,0.040907,0.3945,280606.5,0.7295,7.80E-07,0.16,-4.854,0.5,4,0.0319,124.8155,4,0.3855,-0.13015,0.06,0.0805,0.8595
Ocean Colour Scene,263.8461538,32.76923077,53.84615385,19.53846154,0.124125874,0.203962704,0.074009324,0.159931846,0.461230769,237612.0769,0.688153846,0.051356029,0.243761538,-8.826,0.769230769,6,0.039123077,113.4226923,3.692307692,0.588,0.194384615,0.112615385,0.081538462,0.806
Offspring,258.3333333,27.58333333,55.41666667,19.66666667,0.106912145,0.214793282,0.07622739,0.034112933,0.463583333,204154.6667,0.91425,0.001121158,0.201116667,-4.235166667,0.833333333,1.916666667,0.072458333,127.2403333,4,0.644333333,-0.419558333,0.119833333,0.16875,0.711416667
Ofra Haza,192.1428571,29.14285714,24.71428571,11,0.151785714,0.128720238,0.057291667,0.480342857,0.588285714,285975.4286,0.675571429,0.12681655,0.206042857,-13.06485714,0.285714286,4.285714286,0.060785714,128.7915714,3.571428571,0.648714286,0.020371429,0.070571429,0.039142857,0.890285714
Oingo Boingo,457.9285714,61,77.92857143,31.78571429,0.133187773,0.170149719,0.069401123,0.11335,0.620857143,284627.3571,0.796285714,0.032474611,0.273957143,-10.68271429,0.857142857,4.857142857,0.046021429,140.6855714,4,0.787357143,0.142228571,0.114857143,0.092428571,0.792714286
Old 97's,251.3846154,29,54.92307692,17.07692308,0.115537849,0.21881704,0.06803555,0.118368462,0.472230769,217954.9231,0.710076923,0.012864483,0.159946154,-6.682923077,0.923076923,2.846153846,0.0409,123.0639231,4,0.616,-0.535630769,0.093923077,0.149692308,0.756384615
Olivia Newton-John,244.1111111,27.33333333,60.33333333,23.11111111,0.112021858,0.24726776,0.094717668,0.351166667,0.652222222,208721.5556,0.520666667,0.004936627,0.149222222,-10.27844444,0.555555556,5.555555556,0.039955556,117.7342222,3.666666667,0.560666667,0.304755556,0.146555556,0.101,0.752333333
Olly Murs,493.7777778,44.22222222,108.7777778,21.22222222,0.089518668,0.220197931,0.042959964,0.091726889,0.690666667,206499,0.770555556,0,0.142944444,-4.751555556,0.555555556,5.222222222,0.053688889,115.4923333,4,0.567222222,0.860688889,0.157111111,0.083888889,0.759
Omd,262.4,24.8,65.5,13.1,0.094656489,0.25,0.05,0.0840884,0.6443,249362.5,0.7035,0.0616723,0.15839,-9.7801,0.8,2.8,0.03104,117.6241,4,0.8537,0.75139,0.1483,0.0597,0.792
One Direction,472,41,90.25,25.125,0.086864407,0.191207627,0.053230932,0.145305,0.646375,211461.625,0.750375,0,0.130475,-5.1905,0.625,4.375,0.0625875,113.55,4,0.5965,0.4064125,0.157875,0.061125,0.780875
OneRepublic,448.5,47.5,106.375,33.25,0.106026786,0.237444196,0.07421875,0.11255,0.605125,221525.125,0.764375,1.50E-05,0.12975,-5.994875,0.75,6,0.0439125,122.62975,4,0.434,0.4104,0.15875,0.122125,0.718875
Opeth,168.625,28.375,32.25,11.875,0.167899408,0.190828402,0.070266272,0.19752335,0.352625,446383.25,0.651875,0.241092625,0.2097125,-7.917625,0.625,5.125,0.0435375,125.6275,3.875,0.237675,-0.676875,0.06475,0.16575,0.769375
Oscar Hammerstein,269,29,57,25,0.107806691,0.211895911,0.092936803,0.871,0.766,164840,0.15,0,0.0936,-13.475,1,7,0.0438,90.544,4,0.743,0.8346,0.2,0.192,0.608
Otis Redding,329.0909091,33.36363636,72,29.54545455,0.101409229,0.218844985,0.089803813,0.477909091,0.538090909,177424,0.306363636,8.87E-06,0.199218182,-12.73536364,0.545454545,7.454545455,0.048509091,133.8973636,3.454545455,0.505545455,0.985345455,0.313181818,0.042545455,0.644363636
Our Lady Peace,218.0833333,20.75,50.5,17.25,0.095183486,0.231651376,0.07912844,0.007071583,0.379583333,240784.5,0.88675,0.022183191,0.125008333,-5.81325,1,2.75,0.064458333,153.7094167,4,0.621583333,0.119783333,0.149416667,0.1425,0.708083333
Outkast,584.25,92,111,36,0.157534247,0.190068493,0.061643836,0.134825,0.76125,320363.25,0.6375,8.66E-05,0.351,-6.64275,0.75,4,0.1561,95.481,4,0.383,0.158175,0.1095,0.1255,0.765
Overkill,217.7692308,21.30769231,46.69230769,13.23076923,0.097741708,0.214184898,0.060691602,0.107763701,0.542692308,248364.3077,0.786230769,0.081585864,0.117538462,-6.447230769,0.307692308,4.384615385,0.066453846,127.6836923,4,0.450561538,0.112869231,0.069923077,0.066461538,0.863615385
Owl City,452.375,54.75,82.5,37.75,0.121128319,0.182522124,0.083517699,0.01764375,0.621875,219491.625,0.697375,7.79E-05,0.221375,-6.053125,1,4.375,0.0518625,122.78375,4,0.577625,0.9620625,0.163125,0.047125,0.78975
Ozzy Osbourne,278.9230769,31.23076923,62.61538462,18.61538462,0.111938241,0.224427902,0.066721809,0.038021308,0.408846154,293012.3846,0.799076923,0.002437397,0.331538462,-5.899307692,0.846153846,4.692307692,0.052076923,120.573,3.923076923,0.435538462,-0.169315385,0.118153846,0.146,0.736153846
P!nk,536.8571429,56.14285714,109.7142857,28,0.104549082,0.204309657,0.052141527,0.012895571,0.649285714,218944.7143,0.788,6.16E-07,0.175357143,-4.424285714,0.857142857,8.142857143,0.044857143,119.709,4,0.551285714,-0.071742857,0.123571429,0.086857143,0.789571429
Passenger,478,37,134,26,0.077405858,0.280334728,0.054393305,0.365,0.479,252733,0.545,0,0.0963,-7.346,1,7,0.0688,74.897,4,0.244,0.969,0.158,0.131,0.711
Pat Benatar,284.9230769,36.30769231,59.15384615,20.92307692,0.127395412,0.207557355,0.073414305,0.168592308,0.571,246615.5385,0.676076923,0.001251186,0.216292308,-8.714307692,0.461538462,2.923076923,0.049484615,129.5974615,4,0.635923077,0.037638462,0.184769231,0.167846154,0.647538462
Patsy Cline,133.5,12,32.5,8.5,0.089552239,0.242537313,0.063432836,0.857,0.4965,167023.5,0.19915,8.85E-07,0.134,-14.4145,1,10,0.0312,90.9635,3.5,0.4695,-0.03785,0.154,0.201,0.645
Patti Smith,372.2857143,47.28571429,75.14285714,22.14285714,0.127112135,0.201996928,0.05952381,0.258928571,0.497571429,234720,0.597714286,0.001122414,0.159,-9.696857143,0.571428571,6.142857143,0.078157143,130.0287143,3.714285714,0.614142857,0.169457143,0.150142857,0.066714286,0.783285714
Paul Simon,287.4285714,39.14285714,56.42857143,21.85714286,0.136386262,0.196615231,0.076157292,0.362085714,0.655428571,256028.5714,0.614571429,0.00401692,0.081428571,-10.81285714,0.714285714,4.285714286,0.0378,120.6881429,4,0.749571429,0.162928571,0.093428571,0.067714286,0.838714286
Pearl Jam,258,26.81818182,53,15.18181818,0.103946441,0.205426357,0.058844257,0.212908182,0.394,294234.7273,0.712545455,0.005917454,0.219945455,-7.261636364,0.636363636,5.363636364,0.044736364,109.2997273,3.909090909,0.383454545,0.490045455,0.154454545,0.086454545,0.759090909
Perry Como,201,19,44.5,17,0.094527363,0.221393035,0.084577114,0.6945,0.348,196393.5,0.297,0.32645,0.229,-14.761,0.5,4,0.0295,115.8185,4,0.307,-0.01905,0.083,0.075,0.841
Pet Shop Boys,484,115,40,23,0.237603306,0.082644628,0.047520661,0.0434,0.622,240453,0.952,0.0107,0.297,-6.821,0,4,0.0436,113.244,4,0.598,-0.9937,0.016,0.14,0.844
Peter Cetera,277.4166667,27,66.75,18.33333333,0.097472924,0.240974729,0.066185319,0.284025,0.620083333,242923.3333,0.528916667,0.001311427,0.1658,-10.21733333,0.75,4.25,0.030058333,136.7575833,4,0.465416667,0.457608333,0.153833333,0.09025,0.755833333
Peter Gabriel,290.0769231,50.61538462,55.92307692,16.15384615,0.174535809,0.192838196,0.055702918,0.372461538,0.608615385,328117.0769,0.469769231,0.067004731,0.137007692,-13.17653846,0.769230769,5.384615385,0.066515385,108.3665385,3.692307692,0.480207692,-0.015492308,0.084538462,0.101230769,0.814230769
Peter Tosh,315.125,41.75,58.25,18,0.132539683,0.184920635,0.057142857,0.04141625,0.72825,294672.375,0.59625,4.53E-05,0.092975,-9.506875,0.875,3.625,0.1634375,126.456625,4,0.842875,0.592425,0.1365,0.0775,0.786375
Pharrell Williams,604,62,121,36,0.102649007,0.200331126,0.059602649,0.286,0.652,233305,0.757,0,0.0886,-6.819,1,1,0.153,159.911,4,0.962,0.9996,0.357,0.023,0.62
Phil Collins,342.75,38.75,78.5,26,0.112973761,0.228862974,0.075801749,0.38225,0.60775,205203.5,0.61525,0.00155985,0.210125,-10.22725,0.75,5.5,0.0467,111.00875,3.75,0.52425,0.9498,0.156,0.06675,0.77725
Phineas And Ferb,283.3333333,32.16666667,63.66666667,22.83333333,0.113663133,0.224970554,0.080683157,0.192416667,0.732166667,94753.33333,0.790833333,0,0.12085,-4.864166667,0.833333333,5.666666667,0.13925,128.438,4,0.842333333,0.33885,0.1305,0.073833333,0.7955
Phish,246.1666667,32.66666667,54.33333333,16.83333333,0.132791328,0.220867209,0.068428184,0.274383333,0.519666667,273426.6667,0.748166667,0.000310267,0.258783333,-6.785833333,1,1.666666667,0.040716667,126.8175,4,0.636666667,0.475783333,0.089666667,0.0595,0.8505
Pink Floyd,225.375,28.875,45.25,15.25,0.128333333,0.201111111,0.067777778,0.194925,0.4855,285032.75,0.37625,0.20098,0.3221,-13.635125,0.75,7.125,0.0488125,114.8995,3.625,0.316375,-0.357675,0.094375,0.108,0.797625
Pitbull,650,99.4,133.8,30.8,0.152923077,0.205846154,0.047384615,0.10199,0.6928,236285.2,0.8814,9.52E-05,0.17256,-4.8554,1,7.6,0.13186,127.3946,4,0.6858,0.59022,0.1226,0.049,0.8284
Pogues,273.1,43.9,49.7,18.6,0.160805861,0.182051282,0.068131868,0.1246279,0.4973,231239.7,0.7,0.004615751,0.179,-11.2346,0.9,6.5,0.0444,131.5973,3.8,0.5109,-0.52066,0.0746,0.1451,0.7806
Point Of Grace,240.3333333,28.33333333,52.33333333,15.33333333,0.118055556,0.218055556,0.063888889,0.612333333,0.484,230839.6667,0.542,1.73E-05,0.255666667,-5.432,1,7,0.030466667,112.0626667,4,0.243,-0.304166667,0.088333333,0.133,0.778666667
Poison,473,56,113,20,0.118393235,0.238900634,0.042283298,0.107783333,0.510222222,251954,0.752888889,0.086313358,0.279433333,-7.221333333,0.111111111,4.333333333,0.114611111,118.6666667,3.888888889,0.388888889,0.9835,0.181,0.091,0.727
Pretenders,272.75,34.5,60,16.5,0.126373626,0.21978022,0.06043956,0.1892,0.5775,235780.25,0.641,0.001368405,0.2056,-9.081,0.75,6,0.037275,126.41525,4,0.69575,0.43785,0.108,0.062,0.83
Primus,218.2352941,37.05882353,37.64705882,18.88235294,0.169994603,0.17269293,0.086616298,0.013194353,0.579235294,273766.2941,0.907235294,0.198900118,0.173735294,-6.196470588,0.588235294,5,0.085288235,125.0011765,4,0.525470588,0.207694118,0.091823529,0.073882353,0.834235294
Prince,397,44,88,11,0.110831234,0.221662469,0.027707809,0.137,0.866,379267,0.73,0,0.0843,-8.201,1,5,0.0767,118.523,4,0.625,0.9563,0.185,0.108,0.707
Proclaimers,238.8888889,31.33333333,53.66666667,18.88888889,0.131101813,0.224546722,0.079033008,0.385111111,0.612666667,242250.4444,0.563444444,6.37E-07,0.127022222,-10.13144444,1,6.333333333,0.032888889,122.6443333,3.555555556,0.577444444,0.377088889,0.142777778,0.103,0.754333333
Procol Harum,350.6666667,54.16666667,58.83333333,28.16666667,0.154320988,0.167616334,0.080246914,0.608,0.287833333,245675.6667,0.675,0.05444,0.235183333,-6.896166667,0.833333333,1.166666667,0.071083333,121.8256667,4,0.404,0.442383333,0.094,0.087166667,0.818
Puff Daddy,664,60,158,36,0.090361446,0.237951807,0.054216867,0.168,0.916,255773,0.85,0.000106,0.0904,-5.067,0,3,0.0634,121.001,4,0.972,0.9861,0.136,0.072,0.792
Q-Tip,650.75,83.75,106.25,41.5,0.128648233,0.163210445,0.06374808,0.15565,0.837,233196.75,0.64,0.002225,0.119925,-6.18,0.75,8.5,0.192,96.50525,4,0.79625,0.508225,0.11775,0.04575,0.8365
Qntal,115,14,19,9,0.12173913,0.165217391,0.07826087,0.0902,0.508,273293,0.754,0.00621,0.0852,-5.794,0,9,0.0344,139.98,4,0.133,0.7992,0.089,0.018,0.893
Quarashi,394.8571429,59.85714286,79.14285714,33.71428571,0.151537071,0.200361664,0.085352622,0.016534286,0.622857143,223449.1429,0.890428571,0.003675714,0.456228571,-5.693285714,0.714285714,2.857142857,0.103785714,130.7822857,4,0.611428571,-0.787171429,0.110857143,0.143285714,0.745857143
Quarterflash,231.2727273,33.90909091,50.54545455,16.81818182,0.146792601,0.218811492,0.072805982,0.076782727,0.538636364,240635,0.568545455,5.91E-06,0.137936364,-10.95590909,0.272727273,9.454545455,0.054118182,123.0891818,4,0.542181818,0.036418182,0.163454545,0.081909091,0.754636364
Quasi,93,12,23,5,0.129032258,0.247311828,0.053763441,0.448,0.481,127613,0.761,0.00248,0.281,-6.895,0,9,0.0449,139.709,4,0.354,-0.8152,0.221,0.26,0.518
Queen,357.3333333,45.33333333,66.66666667,20.66666667,0.126984127,0.186741363,0.057889823,0.236333333,0.638666667,249524.3333,0.522666667,0.059666667,0.203,-7.666333333,0.666666667,6,0.0909,123.399,4,0.51,-0.3009,0.115333333,0.126666667,0.758666667
Queen Adreena,189.1,24,31.3,12.1,0.126984127,0.165608466,0.064021164,0.2340462,0.4281,231629.4,0.5867,0.2536409,0.10716,-8.6821,0.7,4.1,0.07614,141.4188,3.8,0.369,0.04588,0.1506,0.1764,0.6731
Queen Latifah,602,80,124.75,39.75,0.132890365,0.207225914,0.0660299,0.168925,0.6685,237049.75,0.72475,3.95E-05,0.2929,-7.84075,1,7.25,0.16925,133.9485,4,0.66225,0.989,0.14375,0.04075,0.8155
Queens Of The Stone Age,207,24,38.5,8.9,0.115942029,0.185990338,0.042995169,0.1216681,0.4499,247304.1,0.8557,0.05063801,0.34072,-4.7273,0.6,5.4,0.0549,135.3862,3.9,0.6135,0.20756,0.0991,0.0962,0.805
Queensryche,282.5,38,66,20.5,0.134751773,0.234042553,0.072695035,0.0541,0.5195,279946.5,0.798,0.000200775,0.4975,-5.4215,0.5,6.5,0.03255,120.694,4,0.32605,0.69235,0.114,0.065,0.821
Quicksand,252,30,44.5,17.5,0.119047619,0.176587302,0.069444444,0.0004145,0.444,200620,0.805,0.158565,0.2575,-7.958,1,9,0.0517,173.9755,3.5,0.4465,0.51575,0.122,0.1135,0.7645
Quicksilver Messenger Service,226.25,24.75,46,15,0.109513274,0.203539823,0.066371681,0.326,0.61775,194066.5,0.52175,0.0061091,0.124225,-12.7365,0.5,9,0.03835,120.34075,4,0.7485,0.868175,0.19625,0.0745,0.7295
Quiet Riot,308.2,43,53.8,22.2,0.13961039,0.174675325,0.072077922,0.016384,0.4692,235274.6,0.8424,0.004262922,0.14798,-8.4626,1,5.4,0.0636,130.6096,4,0.5588,0.24698,0.1338,0.102,0.7642
Quietdrive,448,47,97.5,48,0.104910714,0.217633929,0.107142857,0.00992,0.4925,196887,0.7985,0,0.218,-4.045,0.5,3,0.03145,119.359,4,0.4515,-0.90055,0.0645,0.152,0.784
Quincy Jones,337.25,39,80,22,0.115727003,0.237388724,0.065281899,0.61165,0.65375,294560,0.41125,0.021633775,0.084575,-14.2605,0.75,6.75,0.0448,93.66075,4,0.512,0.402075,0.12425,0.0685,0.80725
Quincy Punx,234,29.66666667,47.33333333,19.66666667,0.126780627,0.202279202,0.084045584,0.163836667,0.387333333,130542,0.889,0.813,0.508,-8.096,0.666666667,5.666666667,0.1945,100.503,4,0.505666667,-0.489433333,0.093,0.177666667,0.729333333
R. Kelly,487.25,48.5,99.75,25.75,0.099589322,0.204825462,0.052874743,0.15175,0.649,282796.75,0.558,0,0.16775,-7.558,0.5,4,0.07555,114.573,4,0.32095,0.975325,0.15975,0.0235,0.817
Radiohead,198.75,26.6875,39.875,13.8125,0.13410804,0.200376884,0.069409548,0.285228125,0.45875,277131.4375,0.5576875,0.241298556,0.1111125,-9.4145,0.6875,4.75,0.0497875,116.3391875,3.875,0.34030625,-0.02244375,0.0985,0.1254375,0.7760625
Raffi,253.1111111,42.88888889,39,15.77777778,0.1695213,0.154150198,0.062362758,0.711333333,0.705333333,120403.1111,0.373666667,1.58E-05,0.293333333,-12.51777778,1,4,0.221377778,140.9971111,4,0.678333333,0.320566667,0.076777778,0.048444444,0.874777778
Rage Against The Machine,572.2,119.2,98.2,33,0.208391608,0.171678322,0.057692308,0.018248,0.5344,244813.2,0.905,0.0121388,0.25242,-4.9594,0.8,5.4,0.17468,117.8924,4,0.6462,-0.97314,0.0426,0.131,0.8266
Ramones,224.8333333,23.66666667,49.83333333,13.5,0.105185185,0.221481481,0.06,0.0494205,0.4505,150182.1667,0.766333333,0.038018467,0.145366667,-5.3615,0.666666667,5.833333333,0.043283333,153.7223333,4,0.777,0.228916667,0.173666667,0.082833333,0.7435
Randy Travis,264.5294118,34.17647059,52.17647059,18.05882353,0.128967814,0.196892342,0.068146504,0.237388235,0.646117647,198124.7647,0.493588235,1.45E-05,0.127517647,-9.390470588,1,4.117647059,0.029211765,108.6062353,4,0.542823529,0.911176471,0.168705882,0.076176471,0.755294118
Rascal Flatts,358.4285714,40.21428571,74.57142857,25.35714286,0.112330407,0.20830008,0.070830008,0.263244286,0.537928571,231952.6429,0.695928571,6.91E-06,0.187007143,-5.259285714,0.857142857,3.785714286,0.037142857,126.2302143,3.857142857,0.440214286,0.523014286,0.165428571,0.069428571,0.765
Ray Boltz,268.8571429,31,55.07142857,14.21428571,0.115241636,0.2047265,0.052841211,0.597285714,0.448142857,289845.6429,0.348071429,4.87E-05,0.19655,-12.15771429,0.928571429,4.071428571,0.032028571,121.9157143,3.785714286,0.289571429,0.434778571,0.134214286,0.086071429,0.7795
Ray Charles,235.1818182,28.63636364,44.81818182,15.36363636,0.121856867,0.190715667,0.065377176,0.702272727,0.497818182,203212.3636,0.369363636,0.004502271,0.199163636,-10.45881818,0.909090909,5,0.073881818,115.5884545,3.636363636,0.434090909,0.355863636,0.186181818,0.095545455,0.718090909
Reba Mcentire,399,47.5,86.3,25.6,0.119047619,0.216290727,0.064160401,0.35853,0.5989,238149.2,0.535,7.47E-07,0.10783,-7.5359,1,6.1,0.04295,98.5645,4,0.4152,0.75978,0.1448,0.0571,0.798
Red Hot Chili Peppers,366.0909091,52.81818182,71.45454545,25.63636364,0.144311972,0.195230999,0.070044709,0.026370909,0.593181818,269986.6364,0.796545455,0.009241318,0.132790909,-4.709272727,0.727272727,4.818181818,0.043527273,104.1756364,4,0.538727273,0.604536364,0.137727273,0.075636364,0.786818182
Regine Velasquez,219,42.125,31.75,12.875,0.192351598,0.144977169,0.058789954,0.61275,0.457375,267901.625,0.35825,6.73E-05,0.1973625,-10.05675,1,4.75,0.0317625,128.2415,4.125,0.2275375,0.408675,0.075375,0.017625,0.907125
Reo Speedwagon,299.8,34,69,19,0.113333333,0.23,0.063333333,0.10368,0.5336,270186.6,0.6524,2.25E-05,0.11126,-8.4036,0.6,6.2,0.03378,134.7416,4,0.483,0.94794,0.1738,0.071,0.7554
Richard Marx,234.4375,23.4375,56.5625,15.3125,0.100160256,0.241720085,0.065438034,0.35604375,0.5476875,276523.1875,0.5235,0.001755344,0.12196875,-10.5585,0.6875,4.875,0.029125,116.0148125,3.8125,0.436875,0.41224375,0.11825,0.0875625,0.7941875
Rick Astley,384,17,117,11,0.044270833,0.3046875,0.028645833,0.091733333,0.714,212791.3333,0.967333333,2.43E-05,0.171333333,-8.253333333,1,8,0.0417,113.3406667,4,0.92,-0.978,0.053,0.127,0.82
Rihanna,440.75,58.75,82.125,25.25,0.133219955,0.18622449,0.057256236,0.398925,0.68225,213842.5,0.47575,4.47E-06,0.1452625,-5.921375,0.5,5.875,0.0796,145.136375,4,0.431125,0.2329625,0.14125,0.1145,0.74425
Robbie Williams,312,39.5,71.875,25.5,0.126602564,0.23036859,0.081730769,0.265562375,0.53275,419830.125,0.603377525,0.000374029,0.1660125,-8.05025,0.875,6.375,0.0875,122.63825,4,0.431,0.6929125,0.204625,0.072125,0.723375
Rod Stewart,306.25,31.75,63.75,19.75,0.10375817,0.208333333,0.064542484,0.211925,0.5845,267903.5,0.581,0.0219568,0.13065,-11.383,1,4.75,0.031625,105.292,4,0.483,0.97335,0.19,0.0475,0.76225
Rolling Stones,263.3333333,34.66666667,43.66666667,16.66666667,0.131812421,0.166032953,0.063371356,0.467666667,0.569666667,257146.6667,0.694666667,0.013760333,0.106666667,-5.890666667,0.333333333,3.333333333,0.0318,127.8266667,4,0.623666667,0.259333333,0.180666667,0.126333333,0.693
Roxette,320.875,40.9375,73.5,21.3125,0.127531153,0.228971963,0.066394081,0.127464375,0.585875,259104.9375,0.7153125,3.44E-05,0.19489375,-5.564625,0.875,2.9375,0.0302375,107.229875,4,0.61875,0.958425,0.191375,0.0484375,0.7601875
Roxy Music,168,25,30.71428571,10.71428571,0.148809524,0.182823129,0.06377551,0.427128571,0.641571429,270901.7143,0.611857143,0.242233,0.1406,-8.797285714,0.857142857,3.571428571,0.046514286,111.9955714,4,0.635142857,0.419528571,0.141571429,0.075714286,0.782857143
Roy Orbison,215.7,25.5,41.9,18.3,0.118055556,0.193981481,0.084722222,0.676,0.5182,181757.4,0.4721,0.010270391,0.15065,-10.2822,1,3.7,0.03052,112.5241,4,0.6803,0.40371,0.2119,0.103,0.6853
Rush,164.1428571,31.28571429,26.28571429,11.71428571,0.190766551,0.160278746,0.071428571,0.027864286,0.462714286,266010.5714,0.792142857,0.007848,0.240242857,-7.631142857,0.571428571,6.142857143,0.050185714,141.7097143,3.571428571,0.573428571,0.421057143,0.129142857,0.061714286,0.808857143
Sam Smith,308.7142857,25.85714286,70.85714286,16.71428571,0.083680074,0.229311142,0.05409154,0.701,0.513571429,193337.7143,0.355428571,2.28E-05,0.107085714,-8.796714286,0.857142857,3.285714286,0.044457143,105.278,3.857142857,0.329714286,0.122028571,0.114142857,0.128285714,0.757714286
Santana,184.6666667,22.66666667,36.66666667,15,0.122522523,0.198198198,0.081081081,0.525,0.563333333,210200.3333,0.476333333,0.153433333,0.1052,-11.593,0.333333333,5.333333333,0.032933333,122.0596667,4,0.661666667,-0.568066667,0.081333333,0.094333333,0.824333333
Savage Garden,351,42.75,80.5625,20.9375,0.121794872,0.229522792,0.059650997,0.20883125,0.623125,248449.125,0.6973125,0.000173784,0.15114375,-7.62875,0.9375,4.875,0.03565,123.9014375,4,0.7153125,0.49635,0.150875,0.085,0.7643125
Scorpions,269.8421053,40.57894737,56.84210526,16.52631579,0.150292398,0.210526316,0.061208577,0.113936316,0.433315789,295914.3684,0.583315789,0.035877163,0.193515789,-10.50231579,0.421052632,5.157894737,0.040673684,113.265,4,0.453805263,0.762889474,0.189526316,0.070315789,0.740210526
Selah,247.6,25.8,47.6,20.4,0.104032258,0.191935484,0.082258065,0.8268,0.2906,270037.6,0.2064,0,0.09786,-11.1718,1,4,0.03424,96.3402,3.8,0.1758,0.28344,0.146,0.1054,0.7486
Selena Gomez,358.3333333,44.66666667,71,19.33333333,0.124767225,0.198324022,0.054003724,0.036366667,0.763666667,197240,0.702333333,2.14E-06,0.1554,-5.467,0,5.333333333,0.071033333,120.2206667,4,0.740333333,0.957533333,0.209333333,0.031666667,0.759333333
Sia,404.4,41.4,92.2,32.2,0.102475248,0.228217822,0.07970297,0.02322,0.4904,250688,0.743,0.11502532,0.12236,-5.4822,0.6,5.8,0.0621,124.0728,4,0.4484,0.17806,0.177,0.1254,0.6976
Slayer,259.2857143,53.35714286,45.21428571,24.42857143,0.206012135,0.174572532,0.094318809,0.000619769,0.342428571,277633,0.975714286,0.124639786,0.132207143,-4.616785714,0.642857143,5.785714286,0.160992857,112.3515714,3.928571429,0.133607143,-0.984478571,0.075642857,0.269571429,0.654714286
Snoop Dogg,836,88,124,36,0.105263158,0.148325359,0.043062201,0.299,0.893,299147,0.74,0,0.0881,-4.936,0,11,0.132,101.025,4,0.963,0.9964,0.172,0.032,0.796
Soundgarden,232.7222222,35.55555556,48.77777778,20.38888889,0.152598951,0.209346686,0.087505961,0.00077353,0.3935,300165.7778,0.812944444,0.094662467,0.152083333,-6.508277778,0.777777778,4.666666667,0.052366667,134.1257778,3.666666667,0.401222222,0.18865,0.114666667,0.096722222,0.788611111
