artist,pos_count,nouns_count,verbs_count,adjs_counts,avgNounRatio,avgVerbRatio,avgAdjRatio,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,Compound Score,Positive Score,Negative Score,Neutral Score
Elvis Presley,305.5,39.16666667,59.16666667,33.33333333,0.127995643,0.19335512,0.108932462,0.579883333,0.636333333,131506.5,0.573,0.000982338,0.1385,-10.42033333,1,3.666666667,0.0903,100.9095,4,0.880333333,0.653183333,0.230833333,0.0925,0.676833333
Eminem,889.6666667,93.33333333,203.3333333,58.33333333,0.104868914,0.228464419,0.065543071,0.1945,0.735,274893,0.863666667,0,0.381333333,-4.973,0.666666667,9.666666667,0.293,165.312,4,0.702,0.321166667,0.143333333,0.184,0.672666667
Emmylou Harris,182,39,23,10,0.214285714,0.126373626,0.054945055,0.435,0.654,191293,0.376,6.77E-06,0.106,-8.695,1,3,0.0304,123.072,3,0.482,-0.4404,0.012,0.032,0.956
Engelbert Humperdinck,210.8,24.8,37.7,16.2,0.117535545,0.178672986,0.076777251,0.5722,0.4091,199791.3,0.4049,0.000363739,0.1665,-11.998,1,4.3,0.03036,107.1917,3.4,0.4228,0.74155,0.1814,0.1037,0.7151
Enigma,210.3333333,30.66666667,38.66666667,10.66666667,0.146031746,0.184126984,0.050793651,0.103833333,0.506666667,287622.3333,0.684666667,0.294,0.286,-12.693,0.666666667,10,0.042166667,96.024,4,0.393333333,0.8497,0.164333333,0.066,0.769666667
Enrique Iglesias,361.3333333,34,81,16.33333333,0.094182825,0.224376731,0.045244691,0.098433333,0.62,235284.6667,0.851333333,6.47E-06,0.1201,-3.626333333,0.666666667,5.666666667,0.1059,102.373,4,0.433666667,0.792833333,0.164333333,0.1,0.735666667
Enya,171.7142857,32,34.14285714,11.14285714,0.186046512,0.198504983,0.064784053,0.848285714,0.403142857,228312.4286,0.252857143,0.483428571,0.112957143,-14.496,1,5.142857143,0.032385714,117.0951429,3.428571429,0.3451,0.706542857,0.107285714,0.034571429,0.858571429
Erasure,279.9,35.1,58.4,14.2,0.125357143,0.208571429,0.050714286,0.083756,0.6251,227909.3,0.6928,0.005070478,0.2509,-11.7869,0.8,3,0.03042,116.8826,4,0.6544,0.47154,0.1645,0.1158,0.7196
Eric Clapton,205.6363636,21.81818182,45,9.818181818,0.105913504,0.218446602,0.047661077,0.253007273,0.653909091,235821.9091,0.537181818,0.022227728,0.346927273,-12.04009091,0.818181818,6.636363636,0.047090909,122.7687273,4,0.660363636,0.428372727,0.132454545,0.067636364,0.799909091
Erik Santos,238.1428571,30.42857143,49.71428571,16.85714286,0.12785114,0.208883553,0.070828331,0.770285714,0.409857143,258309.7143,0.292142857,2.04E-05,0.124757143,-11.25414286,1,8.857142857,0.033842857,130.2884286,4,0.249857143,0.826728571,0.156,0.024857143,0.819142857
Etta James,159.5,24.5,25,17,0.153125,0.15625,0.10625,0.707,0.2945,183753.5,0.3375,0.000303445,0.279,-9.2845,1,6.5,0.03175,139.7575,3,0.4515,0.98785,0.3475,0.0115,0.641
Europe,201.3333333,23,34.66666667,16.66666667,0.114427861,0.172470978,0.08291874,0.0653,0.512333333,273075.3333,0.689666667,0.00074079,0.156166667,-7.872333333,0.333333333,6.333333333,0.041533333,124.0246667,4,0.233,-0.052933333,0.065,0.096,0.838666667
Eurythmics,194,31.5,28,8,0.162371134,0.144329897,0.041237113,0.06405,0.5485,260906.5,0.7495,0.002368,0.303,-6.641,1,2.5,0.0319,101.991,4,0.4905,-0.6476,0.101,0.23,0.669
Evanescence,250.3333333,24.73333333,62.26666667,13.73333333,0.098933333,0.249066667,0.054933333,0.065528907,0.409466667,229944.8667,0.822933333,0.004860177,0.2434,-4.951133333,0.333333333,6.2,0.06682,132.5432667,4,0.33442,-0.196213333,0.107733333,0.119133333,0.772866667
Everclear,327.1818182,38.90909091,73.18181818,26.09090909,0.118988046,0.223797609,0.079788713,0.08107,0.477545455,209492.1818,0.901181818,0.062438305,0.184663636,-5.864363636,1,4.727272727,0.133245455,125.2688182,4,0.509081818,0.042527273,0.126636364,0.120545455,0.752727273
Everlast,436.5833333,60.5,90,35.66666667,0.138443936,0.205949657,0.081617086,0.049690833,0.655916667,253475.5833,0.726333333,0.019898276,0.18685,-5.50525,0.583333333,4.75,0.063825,100.6491667,4,0.483083333,0.010133333,0.161416667,0.136166667,0.7025
Extreme,266.75,38,57.5,12,0.142322097,0.215355805,0.04494382,0.168395,0.52675,256682.5,0.66125,0.0265325,0.10325,-10.09725,1,5.5,0.0462,126.145,4,0.5,0.4456,0.123,0.07725,0.7995
Fabolous,766.5,83.5,110,32.5,0.109007833,0.143603133,0.042428198,0.228,0.7285,242573,0.5865,0,0.14255,-7.093,0.5,11,0.06715,86.2545,4,0.623,0.9672,0.122,0.0455,0.8325
Face To Face,134.5,14,37.5,8,0.104477612,0.279850746,0.059701493,0.016555,0.406,185326.5,0.9725,5.70E-06,0.2955,-4.993,1,5.5,0.0694,194.6595,4,0.7045,-0.01785,0.1025,0.1005,0.7965
Faces,223,23.66666667,47,15.33333333,0.10612855,0.210762332,0.068759342,0.399533333,0.540333333,256631.3333,0.699666667,0.060437133,0.1441,-8.360333333,1,5.333333333,0.0326,104.2563333,4,0.812666667,0.6674,0.125666667,0.074666667,0.799666667
Faith Hill,341.6363636,40.18181818,72.09090909,22.45454545,0.117490696,0.210792132,0.065656566,0.303790909,0.512818182,219899.3636,0.572818182,0,0.131018182,-7.801909091,1,6.272727273,0.032463636,135.8978182,4,0.430818182,0.794318182,0.199,0.034272727,0.767
Faith No More,267.625,36.0625,48.9375,21.625,0.134561567,0.182602612,0.080690299,0.052329294,0.4999375,283383.9375,0.803375,0.0236528,0.171625,-8.0843125,0.4375,5.625,0.065175,126.4373125,4,0.377575,0.37823125,0.1753125,0.097125,0.727625
Falco,273,30,43,10,0.10989011,0.157509158,0.036630037,0.329,0.593,198987,0.935,0.000323,0.418,-5.112,1,7,0.13,177.816,4,0.923,0.9652,0.106,0.01,0.884
Fall Out Boy,507.7142857,62.57142857,96.71428571,27,0.123172103,0.190382452,0.053149606,0.026393714,0.540428571,210061,0.925,3.63E-05,0.351142857,-3.237714286,0.285714286,5.428571429,0.099742857,145.4947143,4,0.552714286,0.573285714,0.134714286,0.096,0.769285714
Fastball,267.1333333,30.4,59.26666667,19,0.113857678,0.221972534,0.071161049,0.131157933,0.567333333,194482.4,0.805733333,0.004276687,0.18226,-5.535666667,0.733333333,4,0.03458,132.627,4,0.642333333,-0.137486667,0.081466667,0.103066667,0.815466667
Fatboy Slim,999,233,29,1,0.233233233,0.029029029,0.001001001,0.01205,0.663,413880,0.9915,0.00292,0.3505,-6.711,1,7,0.2535,152.5965,4,0.07365,0,0,0,1
Fifth Harmony,763,49,139.5,62,0.064220183,0.182830931,0.081258191,0.2815,0.803,206566.5,0.6895,3.52E-06,0.0801,-4.192,1,4.5,0.1396,125.1375,4,0.6735,0.99675,0.1835,0.039,0.7775
Fiona Apple,338.3333333,43,71.46666667,22.86666667,0.127218935,0.211439842,0.06765286,0.636993333,0.5338,253908.4667,0.3782,0.008716507,0.138426667,-11.91966667,0.6,3.666666667,0.048473333,110.9582,3.6,0.357433333,0.454513333,0.152533333,0.0878,0.759466667
Fleetwood Mac,258.875,30.875,54.5,11.5,0.119208494,0.21042471,0.044401544,0.20005875,0.64925,232106.625,0.460875,0.02572675,0.207575,-15.924,0.625,5.125,0.031025,125.247375,4,0.767875,0.9870875,0.229,0.0585,0.712625
Flo-Rida,609.6666667,80,132.1666667,42.83333333,0.131147541,0.216666667,0.070218579,0.015976667,0.739333333,208082.1667,0.846,2.98E-07,0.238666667,-5.1875,0.5,1.833333333,0.055883333,111.8345,4,0.815166667,-0.01075,0.116,0.166,0.718333333
Foo Fighters,310.0909091,31.36363636,70.72727273,20.72727273,0.101173021,0.228152493,0.06686217,0.040567464,0.420727273,245701.8182,0.847454545,0.057103664,0.153872727,-5.467,0.818181818,5.363636364,0.052590909,152.504,4,0.397,0.4554,0.147181818,0.065,0.787727273
Foreigner,305.7692308,36.69230769,59,29.46153846,0.119909502,0.192810458,0.096279537,0.166581385,0.584846154,225629.6154,0.730076923,0.000572904,0.1869,-7.088076923,0.538461538,5.769230769,0.044961538,130.6023846,4,0.587615385,0.510046154,0.142461538,0.088923077,0.768538462
Frank Zappa,437.25,54,64.25,33.25,0.123569794,0.147025172,0.076086957,0.1219775,0.65425,219990,0.644,0.01670125,0.3355,-11.14375,0.25,7.25,0.137325,121.70025,2.5,0.7165,0.764175,0.0755,0.0375,0.887
Frankie Goes To Hollywood,271.5555556,25.44444444,68.88888889,8.888888889,0.093545752,0.253267974,0.032679739,0.317623333,0.604444444,231028,0.515877778,0.020545566,0.138122222,-15.59388889,0.555555556,7,0.042277778,118.2974444,4,0.576555556,0.537011111,0.202333333,0.082777778,0.714777778
Frankie Laine,230,29.375,43.625,11.25,0.127717391,0.189673913,0.048913043,0.858625,0.51525,153633.25,0.345625,1.07E-05,0.23325,-14.58375,0.75,2.875,0.0333375,111.186875,4.125,0.492875,0.279875,0.103375,0.09025,0.806375
Frankie Valli,252.6666667,40.91666667,58,13.33333333,0.161725955,0.229249012,0.052700922,0.480083333,0.7335,168107.5833,0.592833333,9.06E-07,0.135391667,-8.59425,1,4.666666667,0.06495,117.90775,4,0.790833333,0.519766667,0.15575,0.073,0.77125
Freddie Aguilar,222.3333333,52.66666667,17.66666667,15.33333333,0.237237237,0.07957958,0.069069069,0.600666667,0.565333333,251684.6667,0.476666667,0.000130233,0.167666667,-10.21966667,1,5.666666667,0.030666667,137.3746667,4,0.382666667,0.326766667,0.04,0.004333333,0.955666667
Freddie King,267.3333333,28,50.5,13.83333333,0.104868914,0.189138577,0.051810237,0.42365,0.609333333,246315.3333,0.502833333,0.000363947,0.179316667,-11.06466667,0.666666667,5.166666667,0.0408,130.1796667,3.666666667,0.6685,0.71275,0.178166667,0.087166667,0.735
Free,200,27,36,11,0.135,0.18,0.055,0.241,0.782,330643,0.476,0.000103,0.17,-12.817,1,2,0.0888,119.992,4,0.813,0.9549,0.123,0.022,0.856
Fun.,549,64,109,32,0.116575592,0.198542805,0.058287796,0.0679,0.53,277706.5,0.716,0.00018025,0.08735,-6.407,1,2.5,0.06205,126.686,4.5,0.3785,0.0073,0.1015,0.114,0.784
Garth Brooks,311.5,54.9,60.2,17.4,0.175961538,0.192948718,0.055769231,0.5031,0.5991,223043.7,0.5592,0.00073359,0.21549,-6.8679,0.9,5.4,0.04582,114.3796,4,0.3753,0.84818,0.1217,0.0581,0.8203
Gary Numan,196,20.25,42.5,9.75,0.103316327,0.216836735,0.049744898,0.03740515,0.5715,243150,0.73025,0.159791773,0.0896,-8.09825,0.75,6.75,0.061775,105.14775,4,0.3355,-0.4498,0.0995,0.1675,0.73325
Gary Valenciano,276.2222222,40.11111111,53.33333333,21.88888889,0.145330113,0.193236715,0.079307568,0.720333333,0.309222222,272346.6667,0.273222222,7.48E-05,0.120055556,-11.79566667,1,5.555555556,0.032888889,99.11633333,4.111111111,0.175522222,0.561633333,0.099111111,0.056444444,0.844444444
George Formby,839,100,158,72,0.119189511,0.188319428,0.085816448,0.758,0.924,202027,0.451,0,0.102,-13.821,1,10,0.061,113.49,4,0.744,0.7765,0.096,0.092,0.812
George Harrison,222.4545455,30,40.72727273,16.63636364,0.135135135,0.183456183,0.074938575,0.31937,0.477545455,252801.2727,0.604363636,0.042546727,0.136827273,-8.639272727,0.727272727,5.545454545,0.031627273,114.644,3.909090909,0.471636364,0.716809091,0.194909091,0.048636364,0.756636364
George Jones,203,26,41.5,11,0.128078818,0.204433498,0.054187192,0.27835,0.5665,185453,0.535,2.55E-05,0.15125,-11.9795,1,4.5,0.0275,136.252,4,0.6155,0.4939,0.0795,0.0585,0.8615
George Michael,399,51.85714286,97.28571429,25.71428571,0.129967777,0.243823845,0.064446831,0.361285714,0.481285714,316323.8571,0.459571429,0.001290776,0.174414286,-11.35457143,0.428571429,4,0.056314286,106.8524286,4,0.484714286,0.223814286,0.164428571,0.140142857,0.695571429
George Strait,266.4666667,32.93333333,56.33333333,17,0.123809524,0.211779449,0.063909774,0.29312,0.616933333,209445.5333,0.5686,3.76E-05,0.154786667,-9.226066667,1,6.4,0.03224,133.5077333,4,0.506933333,0.762993333,0.1484,0.0462,0.805333333
Gino Vannelli,247.6842105,34.05263158,49.94736842,16.73684211,0.137308998,0.201400679,0.067487267,0.236221579,0.500052632,280418.9474,0.645157895,0.018189628,0.110794737,-10.76721053,0.684210526,7.789473684,0.042268421,123.1208947,4,0.490126316,0.372347368,0.147157895,0.093789474,0.759105263
Gipsy Kings,271,83,11,7,0.306273063,0.040590406,0.025830258,0.444,0.769,224067,0.872,0,0.0888,-8.089,1,7,0.101,119.364,4,0.879,0,0,0,1
Glen Campbell,236.3,41.1,40.4,19.6,0.174152542,0.171186441,0.083050847,0.35892,0.4964,174742.7,0.5733,0.010865187,0.23575,-10.1271,0.7,5.5,0.03142,111.5401,4,0.6518,0.81715,0.1615,0.0609,0.7777
Gloria Estefan,250.6666667,25.33333333,60,11.33333333,0.100929615,0.239043825,0.045152722,0.315226667,0.564666667,259609,0.569,3.81E-05,0.220333333,-9.603333333,1,3.666666667,0.040466667,125.589,4,0.552666667,0.911333333,0.142666667,0.069333333,0.787666667
Gloria Gaynor,472.1666667,36.33333333,128.1666667,37.16666667,0.076977401,0.271539548,0.078742938,0.032981667,0.712166667,257557.5,0.7285,0.00208555,0.225333333,-9.222,0.666666667,4.166666667,0.045666667,119.8796667,4,0.657333333,0.917966667,0.137333333,0.106666667,0.756
Gordon Lightfoot,337.3571429,56.35714286,58.07142857,27.14285714,0.167231878,0.172318779,0.080542603,0.599785714,0.591214286,222026.6429,0.3625,0.006221478,0.121307143,-13.26471429,0.928571429,6.714285714,0.029742857,106.8580714,3.928571429,0.472285714,0.830714286,0.155,0.072571429,0.773
Grand Funk Railroad,337,39,63,35,0.115727003,0.18694362,0.103857567,0.151,0.846,202760,0.721,0,0.253,-5.261,1,2,0.0498,121.449,4,0.608,0.9984,0.368,0.013,0.619
Grateful Dead,320.2,47,59.8,19.2,0.146875,0.186875,0.06,0.3894,0.664,311300.6,0.4626,0.05655933,0.10512,-12.3174,1,3,0.03312,115.4628,4,0.788,0.54792,0.125,0.0638,0.8112
Grease,359.25,46.91666667,69.83333333,18.91666667,0.130687094,0.19452182,0.052692665,0.391283333,0.678416667,189393.3333,0.47275,0.02805968,0.104166667,-11.64183333,0.833333333,5.833333333,0.065025,131.5466667,3.75,0.67225,0.145233333,0.1385,0.091166667,0.77
Great Big Sea,283.4285714,43.14285714,44,20.85714286,0.152448258,0.155477032,0.073700151,0.321685714,0.606285714,158032.4286,0.626,3.97E-06,0.128657143,-8.705571429,0.857142857,5.857142857,0.105928571,140.0027143,3.857142857,0.800857143,0.510442857,0.117714286,0.073285714,0.809142857
Green Day,338.8181818,53.63636364,60.54545455,26.45454545,0.158219362,0.178600161,0.078037007,0.007223036,0.424727273,238632.5455,0.868,0.001677351,0.301190909,-4.107727273,0.818181818,3.727272727,0.076945455,129.5428182,4,0.650727273,-0.519581818,0.101363636,0.159818182,0.738636364
Guided By Voices,151.1,22.2,28.7,10.6,0.147019868,0.190066225,0.070198675,0.318831,0.3979,140394.6,0.77,0.233633602,0.36783,-8.8438,0.9,4.4,0.05696,117.5951,4,0.4946,0.1884,0.1096,0.0926,0.7978
Guns N' Roses,359.25,39.66666667,73.41666667,25.16666667,0.110492108,0.20450325,0.070102136,0.187138667,0.409416667,326161.0833,0.773,0.097232333,0.193008333,-9.157166667,0.833333333,8.166666667,0.058158333,118.0645,4,0.465666667,0.434025,0.157416667,0.126583333,0.71575
Halloween,510,84,75,23,0.164705882,0.147058824,0.045098039,0.104666667,0.482333333,202333,0.942666667,4.57E-05,0.094,-6.319666667,0,5,0.200333333,168.0716667,4,0.331666667,-0.9735,0.067,0.137,0.795
Hank Snow,382.75,50,57.5,11.75,0.130548303,0.150130548,0.030678851,0.71325,0.4825,149853,0.5045,0.003275,0.20375,-11.626,1,5.25,0.0359,115.1195,4,0.767,0.6436,0.0635,0.0375,0.899
Hank Williams,312.1428571,37.28571429,65.71428571,26.42857143,0.119505495,0.210622711,0.08470696,0.326457143,0.612571429,212289.5714,0.467857143,0.000337143,0.148885714,-12.27171429,1,3.142857143,0.046342857,129.1392857,3.857142857,0.758714286,-0.631514286,0.043428571,0.131571429,0.825
Hank Williams Jr.,345.7,42.8,72.4,22.9,0.123699422,0.209248555,0.066184971,0.15302,0.6608,207868.1,0.5431,8.24E-06,0.13222,-11.6165,1,4.3,0.06081,120.7858,4,0.7783,0.38369,0.1109,0.0703,0.8187
Hanson,365.5,44.5,83,15.5,0.121584699,0.226775956,0.042349727,0.0701,0.584,216580,0.8105,1.55E-06,0.2355,-4.323,0.5,6,0.0317,117.0885,4,0.5585,-0.0191,0.0795,0.083,0.8375
Happy Mondays,282,33,65.2,15.8,0.117021277,0.231205674,0.056028369,0.0041336,0.5952,253266.6,0.856,0.19380158,0.23068,-9.1296,0.8,6.4,0.05634,117.5642,4,0.7044,-0.4113,0.064,0.0986,0.8372
Harry Belafonte,260.8,35.2,39.6,13.8,0.1348659,0.151724138,0.052873563,0.7854,0.523,206202.2,0.4434,0,0.19146,-11.4354,0.8,2.4,0.1563,96.591,4.2,0.8328,0.67922,0.1202,0.0344,0.8452
"Harry Connick, Jr.",145.6666667,14.83333333,34.66666667,10,0.101598174,0.237442922,0.068493151,0.736333333,0.5095,215846.5,0.242883333,0.000267967,0.177716667,-14.04433333,0.833333333,4.833333333,0.080633333,137.0923333,4,0.508166667,0.872033333,0.212333333,0.0465,0.741333333
Heart,245,27,47,15,0.110204082,0.191836735,0.06122449,0.015,0.547,261933,0.691,0.105,0.144,-13.553,0,4,0.0369,137.148,4,0.667,0.9295,0.165,0.077,0.758
Helloween,245.5555556,38.66666667,44.44444444,17.77777778,0.157181572,0.180668473,0.072267389,0.034464933,0.389222222,314308.1111,0.891111111,0.071026967,0.1903,-6.015555556,0.111111111,6.888888889,0.092133333,123.1937778,3.888888889,0.301355556,0.156233333,0.140555556,0.142,0.717555556
High School Musical,442.1111111,49.44444444,90.77777778,26.11111111,0.111865259,0.205379588,0.059074912,0.170361111,0.667111111,209736.2222,0.820111111,0.000148124,0.205188889,-4.906666667,0.666666667,3.777777778,0.081322222,122.2897778,3.888888889,0.586666667,0.577988889,0.154555556,0.053222222,0.792333333
Hillsong United,212,27.66666667,40.66666667,19.33333333,0.130503145,0.191823899,0.091194969,0.2867,0.343666667,346711,0.446333333,0.034331667,0.109,-10.17633333,0.666666667,1,0.031666667,141.2696667,3.666666667,0.1619,0.953166667,0.198666667,0.055666667,0.745666667
Hollies,215.25,27,43.5,16.25,0.125581395,0.202325581,0.075581395,0.223,0.50125,187023.25,0.642,4.33E-06,0.2347,-8.033,0.75,5,0.032225,116.5675,4,0.649,0.7573,0.13225,0.05275,0.8145
Hooverphonic,153,16.25,31.125,14.625,0.10620915,0.203431373,0.095588235,0.06709775,0.46325,250511.5,0.658125,0.426564375,0.1552875,-8.44425,0.375,4.375,0.0517125,133.78525,3.875,0.212425,0.18635,0.15875,0.144125,0.697125
Housemartins,250.1666667,37,51,17.58333333,0.148,0.204,0.070333333,0.146133333,0.5605,195470,0.649833333,0.000368529,0.125991667,-12.35,0.833333333,5.5,0.044091667,130.992,4,0.820083333,-0.194525,0.0895,0.10775,0.802833333
Howard Jones,206.1818182,26.18181818,52.09090909,8.636363636,0.127096205,0.252868491,0.041924095,0.295345455,0.69,238547.9091,0.628,0.004633722,0.095818182,-8.766727273,0.818181818,5.727272727,0.037372727,99.31036364,4,0.752818182,0.092218182,0.191818182,0.126,0.682181818
Human League,262.4,43.8,54.2,21,0.167175573,0.206870229,0.080152672,0.0344358,0.6166,265543.8,0.6364,0.00087216,0.09034,-9.6354,0.8,4.4,0.0381,117.4054,4,0.515,0.61584,0.1242,0.078,0.798
INXS,213.8888889,31.44444444,37.5,16.72222222,0.146936656,0.175233645,0.078141225,0.024551333,0.597888889,228337.3333,0.808055556,0.125675688,0.186,-5.145555556,0.833333333,6.666666667,0.052972222,120.5086667,3.888888889,0.481722222,0.101894444,0.133055556,0.135666667,0.731222222
Ian Hunter,500.75,53.75,95.5,32.25,0.107285429,0.190618762,0.064371257,0.0828825,0.51775,365560,0.6855,0.000166635,0.28025,-8.754,1,5.75,0.069075,115.7405,4,0.721,0.844025,0.16875,0.06625,0.7645
Ice Cube,816.5,138.5,146.5,32,0.169730392,0.179534314,0.039215686,0.1749,0.7225,267627,0.713,0,0.1179,-5.446,1,5,0.432,123.4515,4,0.5775,-0.0129,0.1045,0.144,0.7515
Iggy Pop,315.5,56.16666667,54.33333333,17,0.177742616,0.171940928,0.053797468,0.038489917,0.47025,279882.75,0.83725,0.016578053,0.340491667,-7.355583333,1,4.083333333,0.047541667,131.5865833,4,0.66975,0.972925,0.159083333,0.040583333,0.800416667
Il Divo,171,16,32,14,0.093567251,0.187134503,0.081871345,0.684,0.19,270267,0.239,2.20E-05,0.11,-10.39,1,8,0.0378,76.416,1,0.0756,0.9921,0.375,0.145,0.481
Imagine Dragons,386.8333333,37,80,20.33333333,0.095607235,0.206718346,0.052540913,0.115166667,0.559833333,196535.6667,0.775166667,0.004714653,0.271183333,-6.152333333,0.833333333,4,0.072016667,105.1863333,4,0.497833333,0.6418,0.107666667,0.05,0.8425
Imago,203.6,49.4,14.2,15.6,0.242156863,0.069607843,0.076470588,0.22516,0.449,278346.8,0.59,5.58E-06,0.13488,-6.0028,0.6,8.2,0.03314,111.9562,4,0.3722,-0.12168,0.0186,0.0368,0.9446
Imperials,194,27,42,15,0.139175258,0.216494845,0.077319588,0.0981,0.826,235467,0.573,0.00019,0.0884,-13.839,1,7,0.0418,125.716,4,0.971,0.9916,0.287,0.032,0.681
Incognito,323,45.66666667,63,18.33333333,0.141382869,0.19504644,0.056759546,0.322333333,0.673333333,376435.6667,0.549333333,0.0017601,0.139633333,-13.197,0.333333333,3.666666667,0.032433333,131.4076667,4,0.886,0.726566667,0.124333333,0.071333333,0.803666667
Incubus,201,23,44.5,13.125,0.114427861,0.221393035,0.065298507,0.060813188,0.52525,248704.125,0.7015,0.076473301,0.1638,-7.380375,0.6875,5.125,0.04548125,124.6921875,3.875,0.36659375,0.43885625,0.13225,0.07525,0.792625
Indiana Bible College,294,30,44.33333333,23,0.102040816,0.150793651,0.078231293,0.434,0.393666667,395752.3333,0.521666667,0,0.645,-9.27,0.666666667,2,0.107166667,155.884,3.666666667,0.38,0.645733333,0.138,0.044333333,0.817333333
Indigo Girls,578.5,79,107,40.5,0.136678201,0.185121107,0.070069204,0.737,0.5955,303133,0.3445,0,0.19085,-9.5645,0.5,5.5,0.03875,97.458,4,0.644,0.9909,0.176,0.093,0.7305
Ingrid Michaelson,329.9,42.7,76.3,21.1,0.129393939,0.231212121,0.063939394,0.40824,0.6336,200889.3,0.5365,0.001176998,0.10493,-8.1118,1,4.9,0.03728,110.3629,3.8,0.5154,0.44912,0.1473,0.0509,0.8021
Inna,413,35.5,73,13.5,0.085956416,0.176755448,0.032687651,0.046,0.728,204014,0.8125,0.2274075,0.312,-6.5845,0,5,0.1656,146.0605,4,0.5395,0.99,0.241,0.0185,0.74
Insane Clown Posse,707.3333333,125.6666667,94.33333333,47.5,0.177746346,0.133427628,0.06718529,0.036631667,0.731,233429.5,0.788333333,1.24E-05,0.334666667,-5.018,0.666666667,5,0.217166667,119.6738333,4,0.5195,-0.620466667,0.155,0.128666667,0.7165
Iron Butterfly,166.3333333,17.55555556,35.88888889,12.55555556,0.105756359,0.216198126,0.075635877,0.080436667,0.493666667,215091.8889,0.553,0.002370567,0.254722222,-10.21033333,0.888888889,4.333333333,0.034722222,115.7837778,4,0.676777778,0.369966667,0.157444444,0.059666667,0.783
Irving Berlin,184.8333333,25.25,34.66666667,14.91666667,0.136486486,0.187387387,0.080630631,0.891416667,0.51575,185497.6667,0.240166667,0.164494233,0.177825,-14.99191667,0.5,6.666666667,0.100858333,118.38425,4,0.501,0.832341667,0.202166667,0.037583333,0.760083333
Isley Brothers,448,52.5,87.75,30,0.1171875,0.195870536,0.066964286,0.19335,0.51725,213750,0.599,1.34E-06,0.133775,-9.275,0.5,6.5,0.070425,153.54775,4,0.7145,0.497125,0.195,0.08375,0.72175
Israel Houghton,232.3333333,20.33333333,50.33333333,16.33333333,0.087643678,0.216954023,0.070402299,0.101233333,0.417,292481.3333,0.679333333,8.27E-07,0.306333333,-7.058666667,1,4.333333333,0.053166667,139.562,3.333333333,0.482333333,0.989866667,0.250333333,0,0.749666667
Iwan Fals,131,47,9.25,9,0.358778626,0.070610687,0.06870229,0.5,0.538,239843.5,0.5485,0.11404175,0.179,-7.85425,0.75,3.75,0.042725,95.7135,4,0.42525,-0.1806,0,0.0145,0.9855
J Cole,729.6666667,78.33333333,145.3333333,46.33333333,0.107305936,0.199086758,0.06347032,0.067833333,0.613,237804.3333,0.612333333,0,0.190666667,-7.771,0.333333333,4.666666667,0.278,147.99,4,0.461333333,-0.9581,0.101333333,0.118333333,0.780666667
Jackson Browne,332.4666667,45.73333333,71.33333333,21.93333333,0.137751004,0.214859438,0.066064257,0.438606667,0.522933333,296718.2667,0.4908,0.001235043,0.16754,-9.948533333,0.933333333,5.133333333,0.032546667,120.0682,4,0.4306,0.65454,0.128666667,0.068133333,0.803133333
James Taylor,323.4545455,44.54545455,62.09090909,20,0.137911624,0.192231917,0.061919505,0.421545455,0.567636364,217057.4545,0.330090909,0.012322887,0.239927273,-14.93345455,0.909090909,3.545454545,0.034472727,117.7654545,3.818181818,0.462818182,0.833736364,0.146,0.053727273,0.800272727
Janis Joplin,456.5555556,47.88888889,87.11111111,19.11111111,0.104789691,0.190615123,0.041818624,0.443377778,0.498888889,225446.7778,0.467666667,0.060235,0.271922222,-9.948111111,0.777777778,5.555555556,0.114555556,121.8467778,3.444444444,0.497222222,0.574566667,0.167444444,0.078333333,0.754111111
Jason Mraz,351.9,39.7,78,26.7,0.112784091,0.221590909,0.075852273,0.43162,0.6042,238185.2,0.4421,3.49E-06,0.14657,-9.278,0.9,4.7,0.03702,124.4532,3.7,0.4771,0.98183,0.2171,0.0328,0.7503
Jennifer Lopez,757.5714286,73.42857143,161.7142857,60.85714286,0.096871466,0.213343385,0.080286468,0.116342857,0.741142857,242195.5714,0.741571429,2.83E-05,0.218928571,-5.468714286,0.285714286,5.285714286,0.1032,105.1868571,4,0.651428571,0.649257143,0.162428571,0.058285714,0.779
Jim Croce,286.6428571,39.21428571,53.07142857,20.85714286,0.136635142,0.18491787,0.072672972,0.621214286,0.601571429,166703,0.554642857,0.006267536,0.106628571,-9.647,1,5.642857143,0.040807143,142.5130714,3.857142857,0.764214286,0.729835714,0.143142857,0.059285714,0.797642857
Jimi Hendrix,233.5454545,26.81818182,41,16.54545455,0.114607615,0.175213675,0.070707071,0.190031818,0.417,235564.8182,0.794545455,0.209299308,0.173454545,-7.025,0.727272727,6.090909091,0.126318182,117.5949091,3.909090909,0.521454545,0.574509091,0.141727273,0.073545455,0.784727273
Jimmy Buffett,329.75,41,52.25,23.25,0.124242424,0.158333333,0.070454545,0.3812025,0.65425,204500,0.477,7.24E-05,0.094925,-14.256,1,7.25,0.03765,123.128,4,0.81325,0.411825,0.06375,0.03775,0.8985
John Denver,223,29.75,49.75,13.25,0.133408072,0.22309417,0.05941704,0.66275,0.3505,199362.75,0.26625,0.0026175,0.205075,-12.353,0.75,4.25,0.032175,118.29,3.75,0.37475,0.95775,0.196,0.0515,0.75225
