artist,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,compound,positive,negative,neutral
Megadeth,2.39E-05,0.689,227973,0.719,0.679,0.314,-8.643,0,3,0.0304,127.982,4,0.959,-0.9958,0.075,0.281,0.644
Men At Work,0.09888,0.678733333,224315.4667,0.692066667,0.007244433,0.087466667,-7.474533333,0.266666667,6,0.03342,128.2471333,4,0.7178,0.154346667,0.171533333,0.069533333,0.758533333
Metallica,0.00526422,0.511923077,310859.2308,0.827307692,0.092521232,0.122615385,-6.975923077,0.692307692,6.307692308,0.040469231,125.6198462,3.923076923,0.461384615,0.008615385,0.144615385,0.148615385,0.706923077
Michael Bolton,0.29784,0.3806,256360,0.551,4.09E-05,0.13084,-9.2882,0.6,2.4,0.03356,137.4182,4,0.36656,0.98926,0.2926,0.0624,0.6452
Michael Buble,0.491714286,0.562571429,225780.0714,0.55,6.63E-05,0.151928571,-7.0065,0.785714286,5.214285714,0.038271429,131.3312143,3.857142857,0.531785714,0.714714286,0.213142857,0.056428571,0.730357143
Michael Jackson,0.1073,0.763,253027,0.687,0.0079,0.07195,-4.4465,0.5,6,0.03875,103.5315,4,0.614,0.0221,0.133,0.0675,0.7995
Michael W. Smith,0.314966667,0.474333333,332568.6667,0.579666667,5.93E-06,0.248,-9.074333333,1,6.666666667,0.030233333,145.0833333,4,0.331,0.9683,0.201666667,0.029666667,0.768333333
Miley Cyrus,0.147686154,0.601076923,221643,0.725384615,4.96E-05,0.215261538,-5.527307692,0.538461538,6.076923077,0.068523077,130.2380769,3.846153846,0.492461538,0.481753846,0.164307692,0.081846154,0.753846154
Misfits,0.171953071,0.365714286,134347.2143,0.909857143,0.15233992,0.223392857,-8.323857143,0.928571429,2.571428571,0.083271429,141.8629286,3.928571429,0.330271429,-0.467135714,0.093142857,0.157642857,0.749285714
Modern Talking,0.316,0.742333333,222248.8333,0.856666667,0.005592667,0.247133333,-7.044833333,0.5,4.666666667,0.050616667,111.435,4,0.750333333,0.9732,0.220333333,0.0735,0.706166667
Moody Blues,0.273011111,0.355444444,293505.1111,0.558111111,0.120152467,0.316111111,-11.36544444,0.666666667,3.555555556,0.040444444,130.1117778,3.777777778,0.406111111,0.418644444,0.181111111,0.071555556,0.746777778
Morrissey,0.0034,0.415333333,216960,0.749333333,0.01696,0.231666667,-8.233,0.666666667,6.333333333,0.037166667,141.794,4,0.565666667,-0.952833333,0.054666667,0.209666667,0.736
NOFX,0.007388129,0.453428571,148105.7857,0.901642857,0.013032866,0.264814286,-6.249857143,1,5.5,0.08675,123.1184286,4,0.545071429,-0.209842857,0.089928571,0.137357143,0.772785714
Nat King Cole,0.833,0.388538462,179229.6923,0.195138462,0.002917479,0.114053846,-15.616,0.692307692,5,0.056084615,94.69907692,3.692307692,0.369615385,0.918346154,0.247076923,0.046384615,0.706384615
Natalie Cole,0.655625,0.550375,251398.25,0.433875,0.00101829,0.097575,-9.986,1,4.5,0.03615,132.451,3.75,0.336,0.9719625,0.26025,0.070625,0.669375
Natalie Grant,0.14878375,0.495,249500.375,0.62325,0.002426963,0.104925,-5.79775,0.75,5.625,0.0370875,131.529625,3.875,0.224975,0.5181125,0.17875,0.091375,0.73
Natalie Imbruglia,0.076023333,0.535733333,249332.3333,0.748066667,0.000859679,0.368413333,-6.606,0.8,4.8,0.037553333,98.40006667,4,0.5184,-0.22984,0.128466667,0.125133333,0.7464
Nazareth,0.025534889,0.454444444,289997,0.613222222,0.086365968,0.2251,-9.496,0.777777778,6.777777778,0.052811111,122.0702222,4,0.429444444,0.349844444,0.190111111,0.132666667,0.677222222
Ne-Yo,0.303183333,0.691333333,226958.8333,0.662666667,4.93E-06,0.225333333,-6.185833333,0.666666667,4.5,0.100916667,126.1335,4,0.646666667,0.2615,0.172,0.111333333,0.716666667
Neil Diamond,0.144502,0.5594,202737.2,0.585,0.02308682,0.18832,-9.1192,1,5.8,0.03072,107.423,4,0.6624,0.93714,0.2008,0.0344,0.7648
Neil Sedaka,0.518142857,0.580428571,172146.7143,0.657,0.000508571,0.3132,-8.409,0.714285714,4,0.035,125.5172857,3.857142857,0.831428571,0.262542857,0.238285714,0.100714286,0.660857143
Neil Young,0.2463,0.608,223528.6667,0.533,0.009519667,0.109666667,-9.381,0.666666667,4.333333333,0.028566667,129.481,4,0.648333333,0.789433333,0.141,0,0.859
New Order,0.041065,0.698,293933,0.8135,0.4031,0.16835,-8.08,1,5,0.0417,122.057,4,0.7825,0.08275,0.137,0.125,0.738
Next To Normal,0.777666667,0.477,154644.5,0.315,5.42E-06,0.111233333,-13.18016667,0.833333333,4.166666667,0.060883333,116.2553333,4.333333333,0.341833333,0.044983333,0.1095,0.102,0.7885
Nick Cave,0.6155,0.531,302633.5,0.5155,0.0011255,0.11715,-8.2815,0.5,2,0.03335,120.2675,4,0.5005,0.96135,0.1175,0.0465,0.8365
Nick Drake,0.804571429,0.594428571,208721.9286,0.212642857,0.418908357,0.113042857,-17.76178571,0.714285714,3.714285714,0.039085714,109.3590714,3.785714286,0.443685714,0.502457143,0.120928571,0.043928571,0.835214286
Nickelback,0.003153458,0.525105263,229789.4737,0.868473684,0.021970474,0.181526316,-4.440789474,0.842105263,5.842105263,0.041915789,140.3241053,4,0.521263158,0.547552632,0.132789474,0.088684211,0.778736842
Nicki Minaj,0.282,0.727,200013,0.866,3.87E-06,0.585,-4.288,1,11,0.185,127.01,4,0.653,0.9979,0.19,0.083,0.727
Nightwish,0.014405063,0.45175,309591.625,0.804875,0.001909875,0.1679625,-6.253375,0,3.5,0.0467625,132.509875,3.875,0.4055,0.5249375,0.1555,0.089,0.75575
Nina Simone,0.753875,0.37425,198708.375,0.3388,0.054922213,0.19435,-11.653625,0.375,7.375,0.0543625,122.751625,3.625,0.514875,0.6177375,0.174375,0.073875,0.751875
Nine Inch Nails,0.066862333,0.59175,292557.4167,0.76675,0.17424975,0.236,-8.534833333,0.583333333,6.166666667,0.051966667,116.5035,3.75,0.402825,-0.083975,0.130083333,0.116166667,0.75375
Nirvana,0.183248485,0.5,227516.8462,0.698769231,0.060953557,0.226953846,-8.594846154,0.538461538,4.538461538,0.081376923,124.1451538,3.923076923,0.465384615,-0.090684615,0.124230769,0.115692308,0.760307692
Nitty Gritty Dirt Band,0.2560275,0.6175,218303.25,0.544625,0.078798212,0.2054875,-10.8385,1,4.875,0.0499875,118.626875,3.875,0.705875,0.6348375,0.125625,0.04725,0.827375
Norah Jones,0.836235294,0.619294118,193756.2353,0.232870588,0.029312015,0.129923529,-12.36205882,0.882352941,3.764705882,0.033170588,99.64829412,3.823529412,0.437294118,0.291823529,0.115529412,0.071176471,0.813235294
Notorious B.I.G.,0.3906,0.8076,275485.4,0.6658,0,0.21092,-6.0096,0.2,9.4,0.2582,88.2486,4,0.7416,0.58752,0.1346,0.08,0.7856
O-Zone,0.105,0.775,229747,0.838,1.17E-06,0.467,-5.023,1,0,0.0333,130.045,4,0.948,0.4939,0.03,0,0.97
O.A.R.,0.039142714,0.472714286,342333,0.832428571,2.41E-05,0.377785714,-4.980714286,0.714285714,6,0.0922,126.9924286,4,0.509571429,0.402814286,0.159428571,0.067571429,0.772714286
Oasis,0.040907,0.3945,280606.5,0.7295,7.80E-07,0.16,-4.854,0.5,4,0.0319,124.8155,4,0.3855,-0.13015,0.06,0.0805,0.8595
Ocean Colour Scene,0.159931846,0.461230769,237612.0769,0.688153846,0.051356029,0.243761538,-8.826,0.769230769,6,0.039123077,113.4226923,3.692307692,0.588,0.194384615,0.112615385,0.081538462,0.806
Offspring,0.034112933,0.463583333,204154.6667,0.91425,0.001121158,0.201116667,-4.235166667,0.833333333,1.916666667,0.072458333,127.2403333,4,0.644333333,-0.419558333,0.119833333,0.16875,0.711416667
Ofra Haza,0.480342857,0.588285714,285975.4286,0.675571429,0.12681655,0.206042857,-13.06485714,0.285714286,4.285714286,0.060785714,128.7915714,3.571428571,0.648714286,0.020371429,0.070571429,0.039142857,0.890285714
Oingo Boingo,0.11335,0.620857143,284627.3571,0.796285714,0.032474611,0.273957143,-10.68271429,0.857142857,4.857142857,0.046021429,140.6855714,4,0.787357143,0.142228571,0.114857143,0.092428571,0.792714286
Old 97's,0.118368462,0.472230769,217954.9231,0.710076923,0.012864483,0.159946154,-6.682923077,0.923076923,2.846153846,0.0409,123.0639231,4,0.616,-0.535630769,0.093923077,0.149692308,0.756384615
Olivia Newton-John,0.351166667,0.652222222,208721.5556,0.520666667,0.004936627,0.149222222,-10.27844444,0.555555556,5.555555556,0.039955556,117.7342222,3.666666667,0.560666667,0.304755556,0.146555556,0.101,0.752333333
Olly Murs,0.091726889,0.690666667,206499,0.770555556,0,0.142944444,-4.751555556,0.555555556,5.222222222,0.053688889,115.4923333,4,0.567222222,0.860688889,0.157111111,0.083888889,0.759
Omd,0.0840884,0.6443,249362.5,0.7035,0.0616723,0.15839,-9.7801,0.8,2.8,0.03104,117.6241,4,0.8537,0.75139,0.1483,0.0597,0.792
One Direction,0.145305,0.646375,211461.625,0.750375,0,0.130475,-5.1905,0.625,4.375,0.0625875,113.55,4,0.5965,0.4064125,0.157875,0.061125,0.780875
OneRepublic,0.11255,0.605125,221525.125,0.764375,1.50E-05,0.12975,-5.994875,0.75,6,0.0439125,122.62975,4,0.434,0.4104,0.15875,0.122125,0.718875
Opeth,0.19752335,0.352625,446383.25,0.651875,0.241092625,0.2097125,-7.917625,0.625,5.125,0.0435375,125.6275,3.875,0.237675,-0.676875,0.06475,0.16575,0.769375
Oscar Hammerstein,0.871,0.766,164840,0.15,0,0.0936,-13.475,1,7,0.0438,90.544,4,0.743,0.8346,0.2,0.192,0.608
Otis Redding,0.477909091,0.538090909,177424,0.306363636,8.87E-06,0.199218182,-12.73536364,0.545454545,7.454545455,0.048509091,133.8973636,3.454545455,0.505545455,0.985345455,0.313181818,0.042545455,0.644363636
Our Lady Peace,0.007071583,0.379583333,240784.5,0.88675,0.022183191,0.125008333,-5.81325,1,2.75,0.064458333,153.7094167,4,0.621583333,0.119783333,0.149416667,0.1425,0.708083333
Outkast,0.134825,0.76125,320363.25,0.6375,8.66E-05,0.351,-6.64275,0.75,4,0.1561,95.481,4,0.383,0.158175,0.1095,0.1255,0.765
Overkill,0.107763701,0.542692308,248364.3077,0.786230769,0.081585864,0.117538462,-6.447230769,0.307692308,4.384615385,0.066453846,127.6836923,4,0.450561538,0.112869231,0.069923077,0.066461538,0.863615385
Owl City,0.01764375,0.621875,219491.625,0.697375,7.79E-05,0.221375,-6.053125,1,4.375,0.0518625,122.78375,4,0.577625,0.9620625,0.163125,0.047125,0.78975
Ozzy Osbourne,0.038021308,0.408846154,293012.3846,0.799076923,0.002437397,0.331538462,-5.899307692,0.846153846,4.692307692,0.052076923,120.573,3.923076923,0.435538462,-0.169315385,0.118153846,0.146,0.736153846
P!nk,0.012895571,0.649285714,218944.7143,0.788,6.16E-07,0.175357143,-4.424285714,0.857142857,8.142857143,0.044857143,119.709,4,0.551285714,-0.071742857,0.123571429,0.086857143,0.789571429
Passenger,0.365,0.479,252733,0.545,0,0.0963,-7.346,1,7,0.0688,74.897,4,0.244,0.969,0.158,0.131,0.711
Pat Benatar,0.168592308,0.571,246615.5385,0.676076923,0.001251186,0.216292308,-8.714307692,0.461538462,2.923076923,0.049484615,129.5974615,4,0.635923077,0.037638462,0.184769231,0.167846154,0.647538462
Patsy Cline,0.857,0.4965,167023.5,0.19915,8.85E-07,0.134,-14.4145,1,10,0.0312,90.9635,3.5,0.4695,-0.03785,0.154,0.201,0.645
Patti Smith,0.258928571,0.497571429,234720,0.597714286,0.001122414,0.159,-9.696857143,0.571428571,6.142857143,0.078157143,130.0287143,3.714285714,0.614142857,0.169457143,0.150142857,0.066714286,0.783285714
Paul Simon,0.362085714,0.655428571,256028.5714,0.614571429,0.00401692,0.081428571,-10.81285714,0.714285714,4.285714286,0.0378,120.6881429,4,0.749571429,0.162928571,0.093428571,0.067714286,0.838714286
Pearl Jam,0.212908182,0.394,294234.7273,0.712545455,0.005917454,0.219945455,-7.261636364,0.636363636,5.363636364,0.044736364,109.2997273,3.909090909,0.383454545,0.490045455,0.154454545,0.086454545,0.759090909
Perry Como,0.6945,0.348,196393.5,0.297,0.32645,0.229,-14.761,0.5,4,0.0295,115.8185,4,0.307,-0.01905,0.083,0.075,0.841
Pet Shop Boys,0.0434,0.622,240453,0.952,0.0107,0.297,-6.821,0,4,0.0436,113.244,4,0.598,-0.9937,0.016,0.14,0.844
Peter Cetera,0.284025,0.620083333,242923.3333,0.528916667,0.001311427,0.1658,-10.21733333,0.75,4.25,0.030058333,136.7575833,4,0.465416667,0.457608333,0.153833333,0.09025,0.755833333
Peter Gabriel,0.372461538,0.608615385,328117.0769,0.469769231,0.067004731,0.137007692,-13.17653846,0.769230769,5.384615385,0.066515385,108.3665385,3.692307692,0.480207692,-0.015492308,0.084538462,0.101230769,0.814230769
Peter Tosh,0.04141625,0.72825,294672.375,0.59625,4.53E-05,0.092975,-9.506875,0.875,3.625,0.1634375,126.456625,4,0.842875,0.592425,0.1365,0.0775,0.786375
Pharrell Williams,0.286,0.652,233305,0.757,0,0.0886,-6.819,1,1,0.153,159.911,4,0.962,0.9996,0.357,0.023,0.62
Phil Collins,0.38225,0.60775,205203.5,0.61525,0.00155985,0.210125,-10.22725,0.75,5.5,0.0467,111.00875,3.75,0.52425,0.9498,0.156,0.06675,0.77725
Phineas And Ferb,0.192416667,0.732166667,94753.33333,0.790833333,0,0.12085,-4.864166667,0.833333333,5.666666667,0.13925,128.438,4,0.842333333,0.33885,0.1305,0.073833333,0.7955
Phish,0.274383333,0.519666667,273426.6667,0.748166667,0.000310267,0.258783333,-6.785833333,1,1.666666667,0.040716667,126.8175,4,0.636666667,0.475783333,0.089666667,0.0595,0.8505
Pink Floyd,0.194925,0.4855,285032.75,0.37625,0.20098,0.3221,-13.635125,0.75,7.125,0.0488125,114.8995,3.625,0.316375,-0.357675,0.094375,0.108,0.797625
Pitbull,0.10199,0.6928,236285.2,0.8814,9.52E-05,0.17256,-4.8554,1,7.6,0.13186,127.3946,4,0.6858,0.59022,0.1226,0.049,0.8284
Pogues,0.1246279,0.4973,231239.7,0.7,0.004615751,0.179,-11.2346,0.9,6.5,0.0444,131.5973,3.8,0.5109,-0.52066,0.0746,0.1451,0.7806
Point Of Grace,0.612333333,0.484,230839.6667,0.542,1.73E-05,0.255666667,-5.432,1,7,0.030466667,112.0626667,4,0.243,-0.304166667,0.088333333,0.133,0.778666667
Poison,0.107783333,0.510222222,251954,0.752888889,0.086313358,0.279433333,-7.221333333,0.111111111,4.333333333,0.114611111,118.6666667,3.888888889,0.388888889,0.9835,0.181,0.091,0.727
Pretenders,0.1892,0.5775,235780.25,0.641,0.001368405,0.2056,-9.081,0.75,6,0.037275,126.41525,4,0.69575,0.43785,0.108,0.062,0.83
Primus,0.013194353,0.579235294,273766.2941,0.907235294,0.198900118,0.173735294,-6.196470588,0.588235294,5,0.085288235,125.0011765,4,0.525470588,0.207694118,0.091823529,0.073882353,0.834235294
Prince,0.137,0.866,379267,0.73,0,0.0843,-8.201,1,5,0.0767,118.523,4,0.625,0.9563,0.185,0.108,0.707
Proclaimers,0.385111111,0.612666667,242250.4444,0.563444444,6.37E-07,0.127022222,-10.13144444,1,6.333333333,0.032888889,122.6443333,3.555555556,0.577444444,0.377088889,0.142777778,0.103,0.754333333
Procol Harum,0.608,0.287833333,245675.6667,0.675,0.05444,0.235183333,-6.896166667,0.833333333,1.166666667,0.071083333,121.8256667,4,0.404,0.442383333,0.094,0.087166667,0.818
Puff Daddy,0.168,0.916,255773,0.85,0.000106,0.0904,-5.067,0,3,0.0634,121.001,4,0.972,0.9861,0.136,0.072,0.792
Q-Tip,0.15565,0.837,233196.75,0.64,0.002225,0.119925,-6.18,0.75,8.5,0.192,96.50525,4,0.79625,0.508225,0.11775,0.04575,0.8365
Qntal,0.0902,0.508,273293,0.754,0.00621,0.0852,-5.794,0,9,0.0344,139.98,4,0.133,0.7992,0.089,0.018,0.893
Quarashi,0.016534286,0.622857143,223449.1429,0.890428571,0.003675714,0.456228571,-5.693285714,0.714285714,2.857142857,0.103785714,130.7822857,4,0.611428571,-0.787171429,0.110857143,0.143285714,0.745857143
Quarterflash,0.076782727,0.538636364,240635,0.568545455,5.91E-06,0.137936364,-10.95590909,0.272727273,9.454545455,0.054118182,123.0891818,4,0.542181818,0.036418182,0.163454545,0.081909091,0.754636364
Quasi,0.448,0.481,127613,0.761,0.00248,0.281,-6.895,0,9,0.0449,139.709,4,0.354,-0.8152,0.221,0.26,0.518
Queen,0.236333333,0.638666667,249524.3333,0.522666667,0.059666667,0.203,-7.666333333,0.666666667,6,0.0909,123.399,4,0.51,-0.3009,0.115333333,0.126666667,0.758666667
Queen Adreena,0.2340462,0.4281,231629.4,0.5867,0.2536409,0.10716,-8.6821,0.7,4.1,0.07614,141.4188,3.8,0.369,0.04588,0.1506,0.1764,0.6731
Queen Latifah,0.168925,0.6685,237049.75,0.72475,3.95E-05,0.2929,-7.84075,1,7.25,0.16925,133.9485,4,0.66225,0.989,0.14375,0.04075,0.8155
Queens Of The Stone Age,0.1216681,0.4499,247304.1,0.8557,0.05063801,0.34072,-4.7273,0.6,5.4,0.0549,135.3862,3.9,0.6135,0.20756,0.0991,0.0962,0.805
Queensryche,0.0541,0.5195,279946.5,0.798,0.000200775,0.4975,-5.4215,0.5,6.5,0.03255,120.694,4,0.32605,0.69235,0.114,0.065,0.821
Quicksand,0.0004145,0.444,200620,0.805,0.158565,0.2575,-7.958,1,9,0.0517,173.9755,3.5,0.4465,0.51575,0.122,0.1135,0.7645
Quicksilver Messenger Service,0.326,0.61775,194066.5,0.52175,0.0061091,0.124225,-12.7365,0.5,9,0.03835,120.34075,4,0.7485,0.868175,0.19625,0.0745,0.7295
Quiet Riot,0.016384,0.4692,235274.6,0.8424,0.004262922,0.14798,-8.4626,1,5.4,0.0636,130.6096,4,0.5588,0.24698,0.1338,0.102,0.7642
Quietdrive,0.00992,0.4925,196887,0.7985,0,0.218,-4.045,0.5,3,0.03145,119.359,4,0.4515,-0.90055,0.0645,0.152,0.784
Quincy Jones,0.61165,0.65375,294560,0.41125,0.021633775,0.084575,-14.2605,0.75,6.75,0.0448,93.66075,4,0.512,0.402075,0.12425,0.0685,0.80725
Quincy Punx,0.163836667,0.387333333,130542,0.889,0.813,0.508,-8.096,0.666666667,5.666666667,0.1945,100.503,4,0.505666667,-0.489433333,0.093,0.177666667,0.729333333
R. Kelly,0.15175,0.649,282796.75,0.558,0,0.16775,-7.558,0.5,4,0.07555,114.573,4,0.32095,0.975325,0.15975,0.0235,0.817
Radiohead,0.285228125,0.45875,277131.4375,0.5576875,0.241298556,0.1111125,-9.4145,0.6875,4.75,0.0497875,116.3391875,3.875,0.34030625,-0.02244375,0.0985,0.1254375,0.7760625
Raffi,0.711333333,0.705333333,120403.1111,0.373666667,1.58E-05,0.293333333,-12.51777778,1,4,0.221377778,140.9971111,4,0.678333333,0.320566667,0.076777778,0.048444444,0.874777778
Rage Against The Machine,0.018248,0.5344,244813.2,0.905,0.0121388,0.25242,-4.9594,0.8,5.4,0.17468,117.8924,4,0.6462,-0.97314,0.0426,0.131,0.8266
Ramones,0.0494205,0.4505,150182.1667,0.766333333,0.038018467,0.145366667,-5.3615,0.666666667,5.833333333,0.043283333,153.7223333,4,0.777,0.228916667,0.173666667,0.082833333,0.7435
Randy Travis,0.237388235,0.646117647,198124.7647,0.493588235,1.45E-05,0.127517647,-9.390470588,1,4.117647059,0.029211765,108.6062353,4,0.542823529,0.911176471,0.168705882,0.076176471,0.755294118
Rascal Flatts,0.263244286,0.537928571,231952.6429,0.695928571,6.91E-06,0.187007143,-5.259285714,0.857142857,3.785714286,0.037142857,126.2302143,3.857142857,0.440214286,0.523014286,0.165428571,0.069428571,0.765
Ray Boltz,0.597285714,0.448142857,289845.6429,0.348071429,4.87E-05,0.19655,-12.15771429,0.928571429,4.071428571,0.032028571,121.9157143,3.785714286,0.289571429,0.434778571,0.134214286,0.086071429,0.7795
Ray Charles,0.702272727,0.497818182,203212.3636,0.369363636,0.004502271,0.199163636,-10.45881818,0.909090909,5,0.073881818,115.5884545,3.636363636,0.434090909,0.355863636,0.186181818,0.095545455,0.718090909
Reba Mcentire,0.35853,0.5989,238149.2,0.535,7.47E-07,0.10783,-7.5359,1,6.1,0.04295,98.5645,4,0.4152,0.75978,0.1448,0.0571,0.798
Red Hot Chili Peppers,0.026370909,0.593181818,269986.6364,0.796545455,0.009241318,0.132790909,-4.709272727,0.727272727,4.818181818,0.043527273,104.1756364,4,0.538727273,0.604536364,0.137727273,0.075636364,0.786818182
Regine Velasquez,0.61275,0.457375,267901.625,0.35825,6.73E-05,0.1973625,-10.05675,1,4.75,0.0317625,128.2415,4.125,0.2275375,0.408675,0.075375,0.017625,0.907125
Reo Speedwagon,0.10368,0.5336,270186.6,0.6524,2.25E-05,0.11126,-8.4036,0.6,6.2,0.03378,134.7416,4,0.483,0.94794,0.1738,0.071,0.7554
Richard Marx,0.35604375,0.5476875,276523.1875,0.5235,0.001755344,0.12196875,-10.5585,0.6875,4.875,0.029125,116.0148125,3.8125,0.436875,0.41224375,0.11825,0.0875625,0.7941875
Rick Astley,0.091733333,0.714,212791.3333,0.967333333,2.43E-05,0.171333333,-8.253333333,1,8,0.0417,113.3406667,4,0.92,-0.978,0.053,0.127,0.82
Rihanna,0.398925,0.68225,213842.5,0.47575,4.47E-06,0.1452625,-5.921375,0.5,5.875,0.0796,145.136375,4,0.431125,0.2329625,0.14125,0.1145,0.74425
Robbie Williams,0.265562375,0.53275,419830.125,0.603377525,0.000374029,0.1660125,-8.05025,0.875,6.375,0.0875,122.63825,4,0.431,0.6929125,0.204625,0.072125,0.723375
Rod Stewart,0.211925,0.5845,267903.5,0.581,0.0219568,0.13065,-11.383,1,4.75,0.031625,105.292,4,0.483,0.97335,0.19,0.0475,0.76225
Rolling Stones,0.467666667,0.569666667,257146.6667,0.694666667,0.013760333,0.106666667,-5.890666667,0.333333333,3.333333333,0.0318,127.8266667,4,0.623666667,0.259333333,0.180666667,0.126333333,0.693
Roxette,0.127464375,0.585875,259104.9375,0.7153125,3.44E-05,0.19489375,-5.564625,0.875,2.9375,0.0302375,107.229875,4,0.61875,0.958425,0.191375,0.0484375,0.7601875
Roxy Music,0.427128571,0.641571429,270901.7143,0.611857143,0.242233,0.1406,-8.797285714,0.857142857,3.571428571,0.046514286,111.9955714,4,0.635142857,0.419528571,0.141571429,0.075714286,0.782857143
Roy Orbison,0.676,0.5182,181757.4,0.4721,0.010270391,0.15065,-10.2822,1,3.7,0.03052,112.5241,4,0.6803,0.40371,0.2119,0.103,0.6853
Rush,0.027864286,0.462714286,266010.5714,0.792142857,0.007848,0.240242857,-7.631142857,0.571428571,6.142857143,0.050185714,141.7097143,3.571428571,0.573428571,0.421057143,0.129142857,0.061714286,0.808857143
Sam Smith,0.701,0.513571429,193337.7143,0.355428571,2.28E-05,0.107085714,-8.796714286,0.857142857,3.285714286,0.044457143,105.278,3.857142857,0.329714286,0.122028571,0.114142857,0.128285714,0.757714286
Santana,0.525,0.563333333,210200.3333,0.476333333,0.153433333,0.1052,-11.593,0.333333333,5.333333333,0.032933333,122.0596667,4,0.661666667,-0.568066667,0.081333333,0.094333333,0.824333333
Savage Garden,0.20883125,0.623125,248449.125,0.6973125,0.000173784,0.15114375,-7.62875,0.9375,4.875,0.03565,123.9014375,4,0.7153125,0.49635,0.150875,0.085,0.7643125
Scorpions,0.113936316,0.433315789,295914.3684,0.583315789,0.035877163,0.193515789,-10.50231579,0.421052632,5.157894737,0.040673684,113.265,4,0.453805263,0.762889474,0.189526316,0.070315789,0.740210526
Selah,0.8268,0.2906,270037.6,0.2064,0,0.09786,-11.1718,1,4,0.03424,96.3402,3.8,0.1758,0.28344,0.146,0.1054,0.7486
Selena Gomez,0.036366667,0.763666667,197240,0.702333333,2.14E-06,0.1554,-5.467,0,5.333333333,0.071033333,120.2206667,4,0.740333333,0.957533333,0.209333333,0.031666667,0.759333333
Sia,0.02322,0.4904,250688,0.743,0.11502532,0.12236,-5.4822,0.6,5.8,0.0621,124.0728,4,0.4484,0.17806,0.177,0.1254,0.6976
Slayer,0.000619769,0.342428571,277633,0.975714286,0.124639786,0.132207143,-4.616785714,0.642857143,5.785714286,0.160992857,112.3515714,3.928571429,0.133607143,-0.984478571,0.075642857,0.269571429,0.654714286
Snoop Dogg,0.299,0.893,299147,0.74,0,0.0881,-4.936,0,11,0.132,101.025,4,0.963,0.9964,0.172,0.032,0.796
Soundgarden,0.00077353,0.3935,300165.7778,0.812944444,0.094662467,0.152083333,-6.508277778,0.777777778,4.666666667,0.052366667,134.1257778,3.666666667,0.401222222,0.18865,0.114666667,0.096722222,0.788611111
Spandau Ballet,0.325166667,0.723555556,287009.5556,0.645222222,0.054986011,0.089277778,-8.863888889,0.666666667,4.444444444,0.032711111,113.2967778,4,0.571888889,0.694222222,0.185,0.040222222,0.774666667
Squeeze,0.287533333,0.678,208662,0.593666667,0.0527328,0.102466667,-12.188,0.666666667,5,0.069766667,120.0636667,4,0.765666667,0.140766667,0.091333333,0.085333333,0.823333333
Starship,0.158171429,0.624,274801.8571,0.822857143,0.013871574,0.3031,-7.175857143,1,4.285714286,0.033385714,117.5078571,4,0.600428571,0.779257143,0.146,0.069571429,0.784428571
Status Quo,0.115198333,0.569166667,226966.5,0.742833333,0.001462887,0.255333333,-8.500333333,0.833333333,7,0.028883333,117.3388333,4,0.769666667,0.46915,0.137666667,0.063333333,0.7985
Steely Dan,0.350505882,0.683705882,278800,0.504529412,0.002362514,0.121770588,-11.86205882,0.705882353,4,0.043364706,110.4246471,4,0.672176471,0.340611765,0.120529412,0.081117647,0.798411765
Steve Miller Band,0.1796,0.594727273,224271.4545,0.608,0.00320041,0.320909091,-12.83972727,0.545454545,5.363636364,0.077063636,121.3199091,4,0.865181818,0.581718182,0.130090909,0.086090909,0.783545455
Stevie Ray Vaughan,0.149394286,0.404857143,280320,0.604857143,0.225255143,0.179414286,-10.70642857,0.714285714,5.714285714,0.037857143,136.7761429,3.714285714,0.664285714,0.855357143,0.183142857,0.079857143,0.737142857
Stevie Wonder,0.15579,0.6219,282911.6,0.6562,0.000411779,0.15263,-10.5423,0.5,6.9,0.06502,115.0438,4,0.7793,0.63874,0.1768,0.0729,0.7505
Sting,0.3299375,0.56325,268185.125,0.488875,0.030510055,0.0834375,-12.45875,0.5,3.75,0.0877375,110.993375,3.875,0.37075,0.068,0.13175,0.105375,0.76325
Stone Roses,0.00856,0.4612,253063.8,0.8352,0.273386,0.17644,-10.0604,0.8,4.6,0.04288,109.9856,4,0.6494,0.63498,0.2404,0.0498,0.71
Stone Temple Pilots,0.01511,0.375875,241390,0.8465,0.003619625,0.1696375,-5.25275,0.75,5.375,0.052675,149.780875,4,0.432125,-0.1018125,0.096,0.11975,0.784125
Styx,0.169058824,0.450647059,282180.4706,0.528882353,3.78E-05,0.166688235,-11.04411765,0.529411765,4.058823529,0.040047059,126.3627647,4,0.465058824,0.415252941,0.134117647,0.078176471,0.787588235
Sublime,0.018570909,0.641181818,205242.5455,0.735181818,0.000831533,0.209818182,-5.914272727,0.636363636,4.272727273,0.087318182,95.36054545,4,0.626272727,0.349690909,0.120090909,0.096545455,0.783454545
Supertramp,0.40495,0.5065,303135.4167,0.57175,0.00907325,0.1271,-9.989083333,0.666666667,3.083333333,0.0566,98.88116667,4,0.477091667,0.428458333,0.149333333,0.096583333,0.75425
