artist,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,compound,positive,negative,neutral
Garth Brooks,0.5031,0.5991,223043.7,0.5592,0.00073359,0.21549,-6.8679,0.9,5.4,0.04582,114.3796,4,0.3753,0.84818,0.1217,0.0581,0.8203
Gary Numan,0.03740515,0.5715,243150,0.73025,0.159791773,0.0896,-8.09825,0.75,6.75,0.061775,105.14775,4,0.3355,-0.4498,0.0995,0.1675,0.73325
Gary Valenciano,0.720333333,0.309222222,272346.6667,0.273222222,7.48E-05,0.120055556,-11.79566667,1,5.555555556,0.032888889,99.11633333,4.111111111,0.175522222,0.561633333,0.099111111,0.056444444,0.844444444
George Formby,0.758,0.924,202027,0.451,0,0.102,-13.821,1,10,0.061,113.49,4,0.744,0.7765,0.096,0.092,0.812
George Harrison,0.31937,0.477545455,252801.2727,0.604363636,0.042546727,0.136827273,-8.639272727,0.727272727,5.545454545,0.031627273,114.644,3.909090909,0.471636364,0.716809091,0.194909091,0.048636364,0.756636364
George Jones,0.27835,0.5665,185453,0.535,2.55E-05,0.15125,-11.9795,1,4.5,0.0275,136.252,4,0.6155,0.4939,0.0795,0.0585,0.8615
George Michael,0.361285714,0.481285714,316323.8571,0.459571429,0.001290776,0.174414286,-11.35457143,0.428571429,4,0.056314286,106.8524286,4,0.484714286,0.223814286,0.164428571,0.140142857,0.695571429
George Strait,0.29312,0.616933333,209445.5333,0.5686,3.76E-05,0.154786667,-9.226066667,1,6.4,0.03224,133.5077333,4,0.506933333,0.762993333,0.1484,0.0462,0.805333333
Gino Vannelli,0.236221579,0.500052632,280418.9474,0.645157895,0.018189628,0.110794737,-10.76721053,0.684210526,7.789473684,0.042268421,123.1208947,4,0.490126316,0.372347368,0.147157895,0.093789474,0.759105263
Gipsy Kings,0.444,0.769,224067,0.872,0,0.0888,-8.089,1,7,0.101,119.364,4,0.879,0,0,0,1
Glen Campbell,0.35892,0.4964,174742.7,0.5733,0.010865187,0.23575,-10.1271,0.7,5.5,0.03142,111.5401,4,0.6518,0.81715,0.1615,0.0609,0.7777
Gloria Estefan,0.315226667,0.564666667,259609,0.569,3.81E-05,0.220333333,-9.603333333,1,3.666666667,0.040466667,125.589,4,0.552666667,0.911333333,0.142666667,0.069333333,0.787666667
Gloria Gaynor,0.032981667,0.712166667,257557.5,0.7285,0.00208555,0.225333333,-9.222,0.666666667,4.166666667,0.045666667,119.8796667,4,0.657333333,0.917966667,0.137333333,0.106666667,0.756
Gordon Lightfoot,0.599785714,0.591214286,222026.6429,0.3625,0.006221478,0.121307143,-13.26471429,0.928571429,6.714285714,0.029742857,106.8580714,3.928571429,0.472285714,0.830714286,0.155,0.072571429,0.773
Grand Funk Railroad,0.151,0.846,202760,0.721,0,0.253,-5.261,1,2,0.0498,121.449,4,0.608,0.9984,0.368,0.013,0.619
Grateful Dead,0.3894,0.664,311300.6,0.4626,0.05655933,0.10512,-12.3174,1,3,0.03312,115.4628,4,0.788,0.54792,0.125,0.0638,0.8112
Grease,0.391283333,0.678416667,189393.3333,0.47275,0.02805968,0.104166667,-11.64183333,0.833333333,5.833333333,0.065025,131.5466667,3.75,0.67225,0.145233333,0.1385,0.091166667,0.77
Great Big Sea,0.321685714,0.606285714,158032.4286,0.626,3.97E-06,0.128657143,-8.705571429,0.857142857,5.857142857,0.105928571,140.0027143,3.857142857,0.800857143,0.510442857,0.117714286,0.073285714,0.809142857
Green Day,0.007223036,0.424727273,238632.5455,0.868,0.001677351,0.301190909,-4.107727273,0.818181818,3.727272727,0.076945455,129.5428182,4,0.650727273,-0.519581818,0.101363636,0.159818182,0.738636364
Guided By Voices,0.318831,0.3979,140394.6,0.77,0.233633602,0.36783,-8.8438,0.9,4.4,0.05696,117.5951,4,0.4946,0.1884,0.1096,0.0926,0.7978
Guns N' Roses,0.187138667,0.409416667,326161.0833,0.773,0.097232333,0.193008333,-9.157166667,0.833333333,8.166666667,0.058158333,118.0645,4,0.465666667,0.434025,0.157416667,0.126583333,0.71575
Halloween,0.104666667,0.482333333,202333,0.942666667,4.57E-05,0.094,-6.319666667,0,5,0.200333333,168.0716667,4,0.331666667,-0.9735,0.067,0.137,0.795
Hank Snow,0.71325,0.4825,149853,0.5045,0.003275,0.20375,-11.626,1,5.25,0.0359,115.1195,4,0.767,0.6436,0.0635,0.0375,0.899
Hank Williams,0.326457143,0.612571429,212289.5714,0.467857143,0.000337143,0.148885714,-12.27171429,1,3.142857143,0.046342857,129.1392857,3.857142857,0.758714286,-0.631514286,0.043428571,0.131571429,0.825
Hank Williams Jr.,0.15302,0.6608,207868.1,0.5431,8.24E-06,0.13222,-11.6165,1,4.3,0.06081,120.7858,4,0.7783,0.38369,0.1109,0.0703,0.8187
Hanson,0.0701,0.584,216580,0.8105,1.55E-06,0.2355,-4.323,0.5,6,0.0317,117.0885,4,0.5585,-0.0191,0.0795,0.083,0.8375
Happy Mondays,0.0041336,0.5952,253266.6,0.856,0.19380158,0.23068,-9.1296,0.8,6.4,0.05634,117.5642,4,0.7044,-0.4113,0.064,0.0986,0.8372
Harry Belafonte,0.7854,0.523,206202.2,0.4434,0,0.19146,-11.4354,0.8,2.4,0.1563,96.591,4.2,0.8328,0.67922,0.1202,0.0344,0.8452
"Harry Connick, Jr.",0.736333333,0.5095,215846.5,0.242883333,0.000267967,0.177716667,-14.04433333,0.833333333,4.833333333,0.080633333,137.0923333,4,0.508166667,0.872033333,0.212333333,0.0465,0.741333333
Heart,0.015,0.547,261933,0.691,0.105,0.144,-13.553,0,4,0.0369,137.148,4,0.667,0.9295,0.165,0.077,0.758
Helloween,0.034464933,0.389222222,314308.1111,0.891111111,0.071026967,0.1903,-6.015555556,0.111111111,6.888888889,0.092133333,123.1937778,3.888888889,0.301355556,0.156233333,0.140555556,0.142,0.717555556
High School Musical,0.170361111,0.667111111,209736.2222,0.820111111,0.000148124,0.205188889,-4.906666667,0.666666667,3.777777778,0.081322222,122.2897778,3.888888889,0.586666667,0.577988889,0.154555556,0.053222222,0.792333333
Hillsong United,0.2867,0.343666667,346711,0.446333333,0.034331667,0.109,-10.17633333,0.666666667,1,0.031666667,141.2696667,3.666666667,0.1619,0.953166667,0.198666667,0.055666667,0.745666667
Hollies,0.223,0.50125,187023.25,0.642,4.33E-06,0.2347,-8.033,0.75,5,0.032225,116.5675,4,0.649,0.7573,0.13225,0.05275,0.8145
Hooverphonic,0.06709775,0.46325,250511.5,0.658125,0.426564375,0.1552875,-8.44425,0.375,4.375,0.0517125,133.78525,3.875,0.212425,0.18635,0.15875,0.144125,0.697125
Housemartins,0.146133333,0.5605,195470,0.649833333,0.000368529,0.125991667,-12.35,0.833333333,5.5,0.044091667,130.992,4,0.820083333,-0.194525,0.0895,0.10775,0.802833333
Howard Jones,0.295345455,0.69,238547.9091,0.628,0.004633722,0.095818182,-8.766727273,0.818181818,5.727272727,0.037372727,99.31036364,4,0.752818182,0.092218182,0.191818182,0.126,0.682181818
Human League,0.0344358,0.6166,265543.8,0.6364,0.00087216,0.09034,-9.6354,0.8,4.4,0.0381,117.4054,4,0.515,0.61584,0.1242,0.078,0.798
INXS,0.024551333,0.597888889,228337.3333,0.808055556,0.125675688,0.186,-5.145555556,0.833333333,6.666666667,0.052972222,120.5086667,3.888888889,0.481722222,0.101894444,0.133055556,0.135666667,0.731222222
Ian Hunter,0.0828825,0.51775,365560,0.6855,0.000166635,0.28025,-8.754,1,5.75,0.069075,115.7405,4,0.721,0.844025,0.16875,0.06625,0.7645
Ice Cube,0.1749,0.7225,267627,0.713,0,0.1179,-5.446,1,5,0.432,123.4515,4,0.5775,-0.0129,0.1045,0.144,0.7515
Iggy Pop,0.038489917,0.47025,279882.75,0.83725,0.016578053,0.340491667,-7.355583333,1,4.083333333,0.047541667,131.5865833,4,0.66975,0.972925,0.159083333,0.040583333,0.800416667
Il Divo,0.684,0.19,270267,0.239,2.20E-05,0.11,-10.39,1,8,0.0378,76.416,1,0.0756,0.9921,0.375,0.145,0.481
Imagine Dragons,0.115166667,0.559833333,196535.6667,0.775166667,0.004714653,0.271183333,-6.152333333,0.833333333,4,0.072016667,105.1863333,4,0.497833333,0.6418,0.107666667,0.05,0.8425
Imago,0.22516,0.449,278346.8,0.59,5.58E-06,0.13488,-6.0028,0.6,8.2,0.03314,111.9562,4,0.3722,-0.12168,0.0186,0.0368,0.9446
Imperials,0.0981,0.826,235467,0.573,0.00019,0.0884,-13.839,1,7,0.0418,125.716,4,0.971,0.9916,0.287,0.032,0.681
Incognito,0.322333333,0.673333333,376435.6667,0.549333333,0.0017601,0.139633333,-13.197,0.333333333,3.666666667,0.032433333,131.4076667,4,0.886,0.726566667,0.124333333,0.071333333,0.803666667
Incubus,0.060813188,0.52525,248704.125,0.7015,0.076473301,0.1638,-7.380375,0.6875,5.125,0.04548125,124.6921875,3.875,0.36659375,0.43885625,0.13225,0.07525,0.792625
Indiana Bible College,0.434,0.393666667,395752.3333,0.521666667,0,0.645,-9.27,0.666666667,2,0.107166667,155.884,3.666666667,0.38,0.645733333,0.138,0.044333333,0.817333333
Indigo Girls,0.737,0.5955,303133,0.3445,0,0.19085,-9.5645,0.5,5.5,0.03875,97.458,4,0.644,0.9909,0.176,0.093,0.7305
Ingrid Michaelson,0.40824,0.6336,200889.3,0.5365,0.001176998,0.10493,-8.1118,1,4.9,0.03728,110.3629,3.8,0.5154,0.44912,0.1473,0.0509,0.8021
Inna,0.046,0.728,204014,0.8125,0.2274075,0.312,-6.5845,0,5,0.1656,146.0605,4,0.5395,0.99,0.241,0.0185,0.74
Insane Clown Posse,0.036631667,0.731,233429.5,0.788333333,1.24E-05,0.334666667,-5.018,0.666666667,5,0.217166667,119.6738333,4,0.5195,-0.620466667,0.155,0.128666667,0.7165
Iron Butterfly,0.080436667,0.493666667,215091.8889,0.553,0.002370567,0.254722222,-10.21033333,0.888888889,4.333333333,0.034722222,115.7837778,4,0.676777778,0.369966667,0.157444444,0.059666667,0.783
Irving Berlin,0.891416667,0.51575,185497.6667,0.240166667,0.164494233,0.177825,-14.99191667,0.5,6.666666667,0.100858333,118.38425,4,0.501,0.832341667,0.202166667,0.037583333,0.760083333
Isley Brothers,0.19335,0.51725,213750,0.599,1.34E-06,0.133775,-9.275,0.5,6.5,0.070425,153.54775,4,0.7145,0.497125,0.195,0.08375,0.72175
Israel Houghton,0.101233333,0.417,292481.3333,0.679333333,8.27E-07,0.306333333,-7.058666667,1,4.333333333,0.053166667,139.562,3.333333333,0.482333333,0.989866667,0.250333333,0,0.749666667
Iwan Fals,0.5,0.538,239843.5,0.5485,0.11404175,0.179,-7.85425,0.75,3.75,0.042725,95.7135,4,0.42525,-0.1806,0,0.0145,0.9855
J Cole,0.067833333,0.613,237804.3333,0.612333333,0,0.190666667,-7.771,0.333333333,4.666666667,0.278,147.99,4,0.461333333,-0.9581,0.101333333,0.118333333,0.780666667
Jackson Browne,0.438606667,0.522933333,296718.2667,0.4908,0.001235043,0.16754,-9.948533333,0.933333333,5.133333333,0.032546667,120.0682,4,0.4306,0.65454,0.128666667,0.068133333,0.803133333
James Taylor,0.421545455,0.567636364,217057.4545,0.330090909,0.012322887,0.239927273,-14.93345455,0.909090909,3.545454545,0.034472727,117.7654545,3.818181818,0.462818182,0.833736364,0.146,0.053727273,0.800272727
Janis Joplin,0.443377778,0.498888889,225446.7778,0.467666667,0.060235,0.271922222,-9.948111111,0.777777778,5.555555556,0.114555556,121.8467778,3.444444444,0.497222222,0.574566667,0.167444444,0.078333333,0.754111111
Jason Mraz,0.43162,0.6042,238185.2,0.4421,3.49E-06,0.14657,-9.278,0.9,4.7,0.03702,124.4532,3.7,0.4771,0.98183,0.2171,0.0328,0.7503
Jennifer Lopez,0.116342857,0.741142857,242195.5714,0.741571429,2.83E-05,0.218928571,-5.468714286,0.285714286,5.285714286,0.1032,105.1868571,4,0.651428571,0.649257143,0.162428571,0.058285714,0.779
Jim Croce,0.621214286,0.601571429,166703,0.554642857,0.006267536,0.106628571,-9.647,1,5.642857143,0.040807143,142.5130714,3.857142857,0.764214286,0.729835714,0.143142857,0.059285714,0.797642857
Jimi Hendrix,0.190031818,0.417,235564.8182,0.794545455,0.209299308,0.173454545,-7.025,0.727272727,6.090909091,0.126318182,117.5949091,3.909090909,0.521454545,0.574509091,0.141727273,0.073545455,0.784727273
Jimmy Buffett,0.3812025,0.65425,204500,0.477,7.24E-05,0.094925,-14.256,1,7.25,0.03765,123.128,4,0.81325,0.411825,0.06375,0.03775,0.8985
John Denver,0.66275,0.3505,199362.75,0.26625,0.0026175,0.205075,-12.353,0.75,4.25,0.032175,118.29,3.75,0.37475,0.95775,0.196,0.0515,0.75225
John Legend,0.44578,0.537,244384.2,0.6242,0,0.1163,-6.6696,0.8,8.4,0.0815,100.595,3.8,0.5844,0.98742,0.2642,0.0568,0.6786
John Martyn,0.523272727,0.592909091,245336.8182,0.300618182,0.022296915,0.107872727,-15.64390909,0.454545455,3.909090909,0.035763636,106.7035455,3.909090909,0.470909091,0.375572727,0.157272727,0.089909091,0.752909091
John McDermott,0.766333333,0.449,251549.6667,0.287222222,0.00080862,0.156766667,-12.23833333,1,4.333333333,0.031433333,112.4164444,3.555555556,0.343888889,0.726888889,0.160666667,0.049666667,0.789777778
John Mellencamp,0.067232667,0.693066667,242024.9333,0.8262,0.001346835,0.159953333,-4.591733333,0.933333333,7.466666667,0.035186667,122.4591333,4,0.795533333,0.679486667,0.193533333,0.084466667,0.722066667
John Prine,0.62975,0.596333333,214212.25,0.33375,0.00093522,0.17805,-14.70225,1,4.583333333,0.033958333,121.0201667,3.916666667,0.523583333,0.093391667,0.11175,0.078166667,0.81025
John Waite,0.122112667,0.590333333,258674.8667,0.6282,0.000312555,0.13142,-8.3826,0.666666667,7.266666667,0.03188,137.7316667,4,0.552,0.838693333,0.1912,0.090266667,0.718533333
Johnny Cash,0.63325,0.661,182081.375,0.439125,0.006822563,0.13275,-11.013375,0.125,9,0.04895,97.6955,4,0.47825,-0.7081875,0.045875,0.121375,0.83275
Joni Mitchell,0.810722222,0.552111111,213911.8889,0.322555556,0.000295623,0.167461111,-11.19855556,0.888888889,5.055555556,0.035611111,106.0379444,3.833333333,0.572944444,0.775572222,0.157111111,0.069833333,0.773222222
Jose Mari Chan,0.7972,0.5587,214598.7,0.26582,0.02384703,0.11473,-15.4741,0.6,4.7,0.03065,105.3048,4,0.3509,0.80525,0.1809,0.0542,0.7649
Joseph And The Amazing Technicolor Dreamcoat,0.774,0.323666667,205226.3333,0.167666667,0.055066667,0.123333333,-19.58766667,0.666666667,5,0.0887,101.4146667,3.666666667,0.221666667,0.004366667,0.127333333,0.096333333,0.776333333
Josh Groban,0.6626,0.283,262242.4,0.2886,0.000160802,0.10172,-9.8686,1,6.4,0.03336,112.2832,4,0.09678,0.23654,0.143,0.0698,0.787
Journey,0.167274727,0.407727273,233483.7273,0.660181818,0.001251818,0.236636364,-8.402454545,0.909090909,6.636363636,0.037663636,134.9347273,3.818181818,0.407818182,0.8765,0.163727273,0.065272727,0.771090909
Judas Priest,0.005751143,0.456714286,306466.7143,0.835571429,0.070102869,0.1688,-7.081571429,0.285714286,5.857142857,0.081271429,105.9007143,4,0.356142857,0.1216,0.100571429,0.082428571,0.817285714
Judds,0.345142857,0.741285714,223465.7143,0.451928571,2.24E-06,0.104414286,-10.6,0.928571429,5.571428571,0.033164286,116.2337857,4,0.539,0.737707143,0.191714286,0.0455,0.762928571
Judy Garland,0.918,0.333,186876.75,0.201775,0.000149275,0.1265,-15.7075,1,6.5,0.04415,95.3095,4,0.4125,0.88265,0.13975,0.05975,0.80025
Justin Bieber,0.250383333,0.639166667,207419,0.6425,0,0.211466667,-5.610166667,0.666666667,4,0.137283333,112.1808333,4,0.471833333,0.3433,0.120666667,0.118333333,0.761166667
Justin Timberlake,0.285,0.771,276160,0.676,4.49E-06,0.546,-6.018,0,4,0.223,119.997,4,0.804,0.9886,0.117,0.03,0.853
Kanye West,0.023226667,0.684,243498,0.691666667,0,0.219566667,-6.477,0,7,0.22,94.96733333,4,0.586666667,-0.300133333,0.076666667,0.098666667,0.824333333
Kari Jobe,0.395,0.3385,327247,0.473,0,0.08195,-6.7905,1,7.5,0.03865,130.1775,4,0.16285,0.99685,0.2595,0.016,0.725
Kate Bush,0.6478125,0.5189375,218825.8125,0.3347125,0.036763061,0.1891875,-15.204,0.5625,5.25,0.044925,112.804125,3.8125,0.4794,0.579225,0.14975,0.0644375,0.78575
Katy Perry,0.02621815,0.6162,217825.7,0.766,1.23E-06,0.21051,-4.7009,0.7,6.1,0.04802,139.0755,4,0.6107,0.60985,0.1516,0.0901,0.7583
Keith Green,0.521625,0.546125,220872.375,0.56175,1.60E-06,0.15715,-9.05375,0.875,5,0.03145,126.607,3.75,0.617,0.9803875,0.259375,0.106375,0.6345
Keith Urban,0.162905,0.611,241329.5,0.8111,0.000108049,0.1051,-6.367,1,5.5,0.04543,119.0086,4,0.5171,0.60278,0.1466,0.0512,0.8023
Kelly Clarkson,0.022771429,0.574142857,214333.2857,0.791714286,0.004534984,0.1099,-4.799857143,0.714285714,7.571428571,0.054942857,139.3017143,3.857142857,0.464857143,0.6787,0.153,0.086428571,0.760571429
Kelly Family,0.232561333,0.536333333,210942.3333,0.573,1.15E-05,0.110666667,-6.754333333,0.666666667,3.666666667,0.031,104.6966667,4,0.338666667,0.877466667,0.201333333,0.091,0.708
Kenny Chesney,0.087683333,0.572333333,234064.5,0.799333333,2.51E-05,0.158633333,-6.196666667,0.833333333,3.5,0.049316667,131.321,4,0.6255,0.948566667,0.1285,0.050333333,0.8215
Kenny Loggins,0.240466667,0.568222222,225893.3333,0.726222222,2.79E-05,0.141233333,-8.185222222,0.555555556,3.888888889,0.044444444,150.1948889,4,0.607222222,-0.5408,0.065333333,0.136666667,0.797888889
Kenny Rogers,0.5072,0.5605,232895.3,0.426,0.00072395,0.12109,-11.5184,0.8,5.4,0.03166,144.3139,3.8,0.456,0.58464,0.1529,0.075,0.7719
Kid Rock,0.032885875,0.637125,293745,0.81825,0.005435038,0.1042625,-4.0775,1,7,0.048875,111.78175,4,0.611,0.9568,0.176875,0.07325,0.74975
Kim Wilde,0.036064357,0.594285714,225391.4286,0.749142857,0.052929855,0.139928571,-5.123642857,0.642857143,4.642857143,0.04525,143.2824286,4,0.583214286,-0.025321429,0.1235,0.119142857,0.756928571
King Crimson,0.00272,0.455,503493,0.631,0.00823,0.369,-10.354,0,11,0.0448,134.915,4,0.4,0.8892,0.111,0.032,0.857
King Diamond,0.0065791,0.3301,295086.6,0.8511,0.5885,0.24591,-11.3337,0.5,8.1,0.0696,118.8551,3.9,0.41956,0.08249,0.1222,0.087,0.7908
Kinks,0.1833,0.517666667,207835.6667,0.797,4.67E-06,0.061133333,-9.204,0.666666667,4.333333333,0.0784,152.458,4,0.754333333,0.0356,0.161,0.094333333,0.745
Kirk Franklin,0.269709091,0.574818182,323757.5455,0.731181818,0.000500351,0.423781818,-6.503727273,0.818181818,3.090909091,0.102181818,112.1722727,3.909090909,0.526818182,0.647472727,0.226636364,0.059818182,0.713545455
Kirsty Maccoll,0.19249,0.6068,253156.1,0.7564,0.000144828,0.19928,-7.274,1,6.8,0.0387,119.0083,4,0.7502,0.22484,0.1189,0.0805,0.8007
Kiss,0.0551,0.657,168827,0.932,0,0.047,-5.819,1,1,0.0992,144.751,4,0.888,0.984,0.146,0.033,0.821
Koes Plus,0.347875,0.717,147286.5,0.73975,0.0011145,0.12955,-8.97775,0.75,4,0.0323,126.8095,4,0.9705,0,0,0,1
Korn,0.008595556,0.483555556,233463.5556,0.856888889,0.014912933,0.1275,-6.177666667,0.666666667,5.777777778,0.117366667,99.617,4,0.381777778,-0.517811111,0.106888889,0.153777778,0.739444444
Kris Kristofferson,0.614285714,0.614428571,196209.2857,0.345571429,0.007717759,0.116385714,-13.50342857,0.428571429,7.571428571,0.035028571,94.57028571,3.857142857,0.427857143,-0.334857143,0.082,0.076571429,0.841571429
Kyla,0.66,0.378333333,290089.6667,0.417,1.03E-06,0.222666667,-7.413333333,1,7,0.032166667,155.786,4,0.209666667,0.991433333,0.221,0.022666667,0.756333333
Kylie Minogue,0.1566,0.685,214564.6667,0.777666667,0.017035267,0.067233333,-6.677,0,5,0.0553,123.0066667,4,0.608333333,0.893,0.180666667,0.059333333,0.76
LL Cool J,0.123131111,0.75,281796.8889,0.554,0.163222537,0.192777778,-11.21444444,0.555555556,3.888888889,0.175177778,101.4511111,4,0.547,0.554877778,0.175666667,0.078555556,0.745777778
Lady Gaga,0.077545,0.67325,234751.6875,0.75025,0.000197781,0.1759625,-5.359,0.625,6.4375,0.072575,124.5640625,4,0.55875,0.774425,0.15625,0.08025,0.7635
Lana Del Rey,0.37202,0.4052,259869.4,0.578,0.000111796,0.13488,-7.5654,0,4.4,0.09222,121.7256,4,0.2666,0.63588,0.2228,0.0908,0.6864
Lauryn Hill,0.2113,0.688888889,322870.5556,0.623666667,7.26E-06,0.143944444,-8.560222222,0.666666667,4.777777778,0.247022222,105.2682222,4,0.635111111,0.7407,0.164777778,0.064111111,0.771
Lea Salonga,0.7282,0.4832,224118.2,0.2866,2.26E-05,0.13046,-13.2698,1,3.8,0.0298,102.0412,3.4,0.278,0.7672,0.0982,0.0188,0.883
Leann Rimes,0.383,0.515272727,222635.2727,0.584545455,4.96E-05,0.094236364,-7.714636364,0.727272727,3.636363636,0.035872727,125.9150909,3.909090909,0.413,0.683427273,0.183454545,0.078,0.738454545
Lenny Kravitz,0.0237017,0.637846154,256700,0.715461538,0.096534078,0.218353846,-7.514461538,0.615384615,5.615384615,0.051784615,113.2319231,4,0.661153846,0.895407692,0.200769231,0.042,0.757615385
Leo Sayer,0.282966667,0.642333333,227542.3333,0.487,2.47E-05,0.152166667,-10.893,1,3.333333333,0.031266667,105.203,4,0.476666667,0.332133333,0.124333333,0.084,0.791666667
Leonard Cohen,0.768181818,0.520090909,269859.2727,0.251218182,0.020990943,0.116836364,-16.59054545,0.363636364,5.363636364,0.045245455,120.0677273,3.636363636,0.366636364,0.296018182,0.161818182,0.078454545,0.759636364
Les Miserables,0.9256,0.3514,196813.4,0.16896,0.000303268,0.18732,-14.4972,0.8,2.8,0.08678,94.0202,3.6,0.2202,0.18124,0.1054,0.098,0.7966
Lil Wayne,0.000165,0.641,240307,0.667,3.22E-06,0.113,-6.252,1,11,0.0538,154.025,4,0.29,0.9994,0.251,0.04,0.709
Linda Ronstadt,0.63178,0.5928,222082.6,0.2984,0.00012159,0.29612,-11.8856,1,9,0.03262,95.7096,4,0.5076,0.98364,0.268,0.0392,0.6926
Linkin Park,0.048860909,0.550454545,192744.1818,0.862272727,7.41E-07,0.261690909,-5.092727273,0.636363636,5,0.073790909,113.5594545,4,0.427181818,-0.588218182,0.083909091,0.139909091,0.776272727
Lionel Richie,0.449941176,0.547647059,255421.1176,0.415058824,0.000483335,0.128047059,-10.70135294,0.705882353,5.411764706,0.040841176,110.2675294,3.941176471,0.331429412,0.922776471,0.221352941,0.041235294,0.737294118
Little Mix,0.182172167,0.627833333,232355.3333,0.737,9.32E-05,0.282833333,-4.973833333,0.666666667,5.5,0.07485,101.0191667,4,0.529833333,0.753983333,0.169833333,0.047666667,0.782666667
Little Walter,0.9185,0.624,165066.5,0.3405,0.0065,0.235,-9.99,0.5,3,0.06285,173.1225,4,0.833,0.9809,0.2975,0.0495,0.6535
Lloyd Cole,0.07309,0.6081,240480.2,0.6073,0.061321722,0.12527,-12.2515,0.9,6.6,0.03562,114.6872,4,0.5852,0.13349,0.1209,0.0979,0.7812
Lorde,0.316166667,0.667666667,216856.6667,0.497833333,0.152366667,0.162666667,-8.824333333,1,4,0.0787,109.9196667,4,0.322716667,0.988183333,0.187833333,0.0795,0.732666667
Loretta Lynn,0.537285714,0.643285714,150390.5714,0.601714286,0.002697629,0.1576,-9.092142857,1,1.857142857,0.036571429,97.93414286,4,0.904,0.986342857,0.167428571,0.019428571,0.813
Lou Reed,0.39052,0.6093,253704,0.5353,0.055139266,0.11115,-10.6263,1,5.6,0.07596,123.9806,3.9,0.66412,0.58212,0.1971,0.0619,0.7411
Louis Armstrong,0.8256,0.5127,258586.3,0.19567,0.000742,0.13466,-15.1444,0.4,3.9,0.09439,97.5315,3.9,0.4031,0.96909,0.2152,0.0331,0.7514
Louis Jordan,0.53675,0.66375,219493.25,0.45475,0,0.4785,-10.18325,0.25,5.75,0.141575,146.91525,4,0.72075,0.420375,0.1155,0.0825,0.802
Lucky Dube,0.274866667,0.716083333,265848.3333,0.6445,4.76E-05,0.120225,-7.5635,1,6.25,0.069633333,123.226,4,0.745833333,-0.179966667,0.1015,0.159666667,0.738833333
Luther Vandross,0.3412625,0.566125,290645,0.432125,6.62E-06,0.1147625,-11.96,0.75,5.375,0.0535125,114.104375,4,0.461125,0.996025,0.281875,0.03525,0.68275
Lynyrd Skynyrd,0.16751,0.497411765,306956.0588,0.632058824,0.013022287,0.174370588,-10.34723529,0.882352941,6.941176471,0.043294118,124.9536471,3.941176471,0.728117647,0.627047059,0.141882353,0.063647059,0.794235294
Madonna,0.2675,0.7575,229453.5,0.7695,0.001618755,0.08305,-7.1495,0.5,1.5,0.0355,128.13,4,0.9745,0.956,0.158,0.028,0.814
Manowar,0.02105175,0.482714286,280488.5714,0.789285714,0.154465164,0.1477,-11.242,0.857142857,5.071428571,0.064992857,118.314,4,0.332928571,-0.351907143,0.098785714,0.138571429,0.762714286
Mariah Carey,0.296876923,0.643769231,257230.8462,0.615230769,9.30E-05,0.2024,-7.675230769,0.769230769,4.076923077,0.101661538,126.1964615,4,0.597076923,0.489569231,0.171307692,0.097307692,0.731461538
Marianne Faithfull,0.3855,0.621,202570.6,0.4702,0.00348064,0.26244,-12.0482,1,1,0.0368,131.1964,4,0.806,0.07246,0.075,0.1654,0.76
Marillion,0.1639,0.4465,233786.5,0.6105,0.05189,0.0911,-6.661,1,5.5,0.029,122.0365,4,0.4115,0.9391,0.1975,0.0585,0.7435
Marilyn Manson,0.037124685,0.509166667,271486.6667,0.845833333,0.014944618,0.241733333,-5.938833333,0.333333333,4.666666667,0.11805,136.5246667,4,0.313333333,0.005316667,0.161,0.123833333,0.715
Mark Ronson,0.027833333,0.716,239684.3333,0.708666667,0.021548667,0.1621,-6.198666667,0.666666667,5.333333333,0.037233333,105.3196667,4,0.708333333,-0.335633333,0.067,0.118333333,0.814333333
Maroon 5,0.040998,0.6865,225310.6,0.7694,0,0.20642,-5.1758,0.4,2.9,0.04088,112.3293,4,0.6565,0.19348,0.1536,0.0957,0.7508
Mary Black,0.833333333,0.603666667,257377.6667,0.1866,1.93E-05,0.093733333,-16.68833333,1,3.666666667,0.034666667,120.596,4,0.364,0.879266667,0.144,0.066,0.789666667
Matt Monro,0.772166667,0.3535,174328.6667,0.273666667,2.14E-06,0.173966667,-12.72066667,0.5,2.833333333,0.033216667,115.9751667,3.833333333,0.347,0.945816667,0.255166667,0.052333333,0.692333333
Matt Redman,0.193605,0.409333333,303385.1667,0.668166667,0.010447067,0.294166667,-6.782,0.833333333,9.166666667,0.04275,137.6231667,4,0.22455,0.141216667,0.212166667,0.098,0.6895
Mazzy Star,0.364969214,0.416928571,269264.7857,0.3042,0.126459214,0.103985714,-14.14592857,1,5.214285714,0.031014286,143.1962143,3.714285714,0.236457143,0.2483,0.104428571,0.081785714,0.813714286
Mc Hammer,0.071951,0.875,269602.8,0.638,0.068006652,0.1063,-11.449,0.4,6.2,0.12462,121.9412,4,0.8236,0.95554,0.1448,0.0272,0.8282
Meat Loaf,0.5714,0.3998,356821.2,0.5924,0.0003496,0.16,-7.708,1,5.6,0.0391,110.576,3.8,0.309,0.5987,0.149,0.0808,0.7704
